date,state,beds,admitted_pui,admitted_covid,discharge_pui,discharge_covid,pkrc_covid,pkrc_pui
2020-08-30,Perlis,33,0,0,0,0,0,0
2020-08-30,Pulau Pinang,48,0,0,0,0,0,0
2020-08-30,Sarawak,901,0,0,0,0,7,6
2020-08-30,Selangor,162,0,9,0,0,40,0
2020-08-30,W.P. Labuan,26,0,0,0,1,0,0
2020-08-31,Kelantan,117,0,0,0,0,0,0
2020-08-31,Perlis,33,0,0,0,0,0,0
2020-08-31,Pulau Pinang,48,0,0,0,0,0,0
2020-08-31,Sarawak,901,0,0,2,0,7,4
2020-08-31,Selangor,162,0,14,0,3,51,0
2020-08-31,W.P. Labuan,70,0,0,0,0,0,0
2020-09-01,Kelantan,117,0,0,0,0,0,0
2020-09-01,Perlis,33,0,0,0,0,0,0
2020-09-01,Pulau Pinang,48,0,0,0,0,0,0
2020-09-01,Sarawak,901,0,0,1,0,7,3
2020-09-01,Selangor,162,0,5,0,23,33,0
2020-09-01,W.P. Labuan,70,0,0,0,0,0,0
2020-09-02,Kelantan,117,0,0,0,0,0,0
2020-09-02,Perlis,33,0,0,0,0,0,0
2020-09-02,Pulau Pinang,48,0,0,0,0,0,0
2020-09-02,Sarawak,901,0,0,1,0,5,2
2020-09-02,Selangor,162,0,1,0,3,31,0
2020-09-02,W.P. Labuan,70,0,0,0,0,0,0
2020-09-03,Kelantan,117,0,0,0,0,0,0
2020-09-03,Perlis,33,0,0,0,0,0,0
2020-09-03,Pulau Pinang,48,0,0,0,0,0,0
2020-09-03,Sarawak,901,0,0,1,0,5,1
2020-09-03,Selangor,162,0,0,0,3,28,0
2020-09-03,W.P. Labuan,70,0,1,0,0,1,0
2020-09-04,Kelantan,117,0,0,0,0,0,0
2020-09-04,Perlis,33,0,0,0,0,0,0
2020-09-04,Pulau Pinang,48,0,0,0,0,0,0
2020-09-04,Sarawak,901,0,0,0,0,3,1
2020-09-04,Selangor,162,0,1,0,0,29,0
2020-09-04,W.P. Labuan,70,0,0,0,0,1,0
2020-09-05,Kelantan,117,0,0,0,0,0,0
2020-09-05,Perlis,33,0,0,0,0,0,0
2020-09-05,Pulau Pinang,48,0,0,0,0,0,0
2020-09-05,Sarawak,901,0,0,0,0,3,1
2020-09-05,Selangor,162,0,4,0,3,30,0
2020-09-05,W.P. Labuan,70,0,0,0,1,0,0
2020-09-06,Kelantan,117,0,0,0,0,0,0
2020-09-06,Perlis,33,0,0,0,0,0,0
2020-09-06,Pulau Pinang,48,0,0,0,0,0,0
2020-09-06,Sarawak,901,0,0,0,0,3,1
2020-09-06,Selangor,162,0,1,0,4,27,0
2020-09-06,W.P. Labuan,70,0,0,0,0,0,0
2020-09-07,Kelantan,117,0,0,0,0,0,0
2020-09-07,Perlis,33,0,0,0,0,0,0
2020-09-07,Pulau Pinang,48,0,0,0,0,0,0
2020-09-07,Sarawak,901,0,0,0,0,1,1
2020-09-07,Selangor,162,0,2,0,2,27,0
2020-09-07,W.P. Labuan,70,0,0,0,0,0,0
2020-09-08,Kelantan,117,0,0,0,0,0,0
2020-09-08,Perlis,33,0,0,0,0,0,0
2020-09-08,Pulau Pinang,48,0,0,0,0,0,0
2020-09-08,Sarawak,901,1,0,0,0,1,2
2020-09-08,Selangor,162,0,2,0,0,29,0
2020-09-08,W.P. Labuan,70,0,0,0,0,0,0
2020-09-09,Kelantan,117,0,0,0,0,0,0
2020-09-09,Perlis,33,0,0,0,0,0,0
2020-09-09,Pulau Pinang,48,0,0,0,0,0,0
2020-09-09,Sarawak,901,1,0,0,0,1,4
2020-09-09,Selangor,162,0,4,0,1,32,0
2020-09-09,W.P. Labuan,70,0,0,0,0,0,0
2020-09-10,Kelantan,117,0,0,0,0,0,0
2020-09-10,Perlis,33,0,0,0,0,0,0
2020-09-10,Pulau Pinang,48,0,0,0,0,0,0
2020-09-10,Sarawak,901,0,0,1,0,1,3
2020-09-10,Selangor,162,0,1,0,11,22,0
2020-09-10,W.P. Labuan,70,0,0,0,0,0,0
2020-09-11,Kelantan,117,0,0,0,0,0,0
2020-09-11,Perlis,33,0,0,0,0,0,0
2020-09-11,Pulau Pinang,48,0,0,0,0,0,0
2020-09-11,Sarawak,901,2,0,0,0,0,5
2020-09-11,Selangor,162,0,5,0,5,22,0
2020-09-11,W.P. Labuan,70,0,0,0,0,0,0
2020-09-12,Kelantan,117,0,0,0,0,0,0
2020-09-12,Perlis,33,0,0,0,0,0,0
2020-09-12,Pulau Pinang,48,0,0,0,0,0,0
2020-09-12,Sarawak,901,0,0,2,0,0,3
2020-09-12,Selangor,162,0,3,0,0,25,0
2020-09-12,W.P. Labuan,70,0,0,0,0,0,0
2020-09-13,Kelantan,117,0,0,0,0,0,0
2020-09-13,Perlis,33,0,0,0,0,0,0
2020-09-13,Pulau Pinang,48,0,0,0,0,0,0
2020-09-13,Sarawak,901,4,0,1,0,0,3
2020-09-13,Selangor,162,0,2,0,3,24,0
2020-09-13,W.P. Labuan,70,20,0,0,0,0,20
2020-09-14,Kelantan,117,0,0,0,0,0,0
2020-09-14,Perlis,33,0,0,0,0,0,3
2020-09-14,Pulau Pinang,48,0,0,0,0,0,0
2020-09-14,Sabah,640,0,13,0,0,301,0
2020-09-14,Sarawak,901,0,0,0,0,0,3
2020-09-14,Selangor,162,0,4,0,2,26,0
2020-09-14,W.P. Labuan,80,0,0,0,0,0,20
2020-09-15,Kelantan,117,0,0,0,0,0,0
2020-09-15,Perlis,33,2,0,0,0,0,5
2020-09-15,Pulau Pinang,48,0,0,0,0,0,0
2020-09-15,Sabah,700,0,0,0,0,311,0
2020-09-15,Sarawak,901,2,0,1,0,0,4
2020-09-15,Selangor,162,0,3,0,3,26,0
2020-09-15,W.P. Labuan,80,0,0,0,0,0,20
2020-09-16,Kelantan,117,0,0,0,0,0,0
2020-09-16,Perlis,33,3,0,0,0,0,9
2020-09-16,Pulau Pinang,48,0,0,0,0,0,0
2020-09-16,Sabah,690,0,29,0,0,334,0
2020-09-16,Sarawak,901,1,0,1,0,0,4
2020-09-16,Selangor,162,0,7,0,8,25,0
2020-09-16,W.P. Labuan,80,0,0,0,0,0,20
2020-09-17,Kelantan,117,0,0,0,0,0,0
2020-09-17,Perlis,33,0,0,0,0,0,9
2020-09-17,Pulau Pinang,48,0,0,0,0,0,0
2020-09-17,Sabah,690,0,0,0,87,237,0
2020-09-17,Sarawak,901,1,0,1,0,0,4
2020-09-17,Selangor,162,0,2,0,1,26,0
2020-09-17,W.P. Labuan,80,0,0,0,0,0,20
2020-09-18,Kelantan,117,0,0,0,0,0,0
2020-09-18,Perlis,33,0,0,0,0,0,6
2020-09-18,Pulau Pinang,48,0,0,0,0,0,0
2020-09-18,Sabah,804,0,0,0,0,301,0
2020-09-18,Sarawak,901,0,0,0,0,0,4
2020-09-18,Selangor,146,0,1,0,1,26,0
2020-09-18,W.P. Labuan,80,0,0,20,0,0,0
2020-09-19,Kelantan,117,0,0,0,0,0,0
2020-09-19,Perlis,33,0,0,2,0,0,4
2020-09-19,Pulau Pinang,48,0,0,0,0,0,0
2020-09-19,Sabah,804,0,29,0,0,337,0
2020-09-19,Sarawak,901,2,0,2,0,0,4
2020-09-19,Selangor,146,2,4,0,5,25,2
2020-09-19,W.P. Labuan,80,0,0,0,0,0,0
2020-09-20,Kelantan,117,0,0,0,0,0,0
2020-09-20,Perlis,33,0,0,3,0,0,1
2020-09-20,Pulau Pinang,48,0,0,0,0,0,0
2020-09-20,Sabah,804,0,26,0,35,328,0
2020-09-20,Sarawak,901,1,0,1,0,0,4
2020-09-20,Selangor,146,0,3,0,6,22,2
2020-09-20,W.P. Labuan,80,0,2,0,0,2,0
2020-09-21,Kelantan,117,0,0,0,0,0,0
2020-09-21,Perlis,33,0,0,0,0,0,1
2020-09-21,Pulau Pinang,48,0,0,0,0,0,0
2020-09-21,Sabah,944,0,41,0,102,296,0
2020-09-21,Sarawak,901,2,0,1,0,0,5
2020-09-21,Selangor,146,0,6,0,3,25,2
2020-09-21,W.P. Labuan,80,0,0,0,0,2,0
2020-09-22,Kelantan,117,0,0,0,0,0,0
2020-09-22,Perlis,33,0,0,0,0,0,1
2020-09-22,Pulau Pinang,48,0,0,0,0,0,0
2020-09-22,Sabah,944,0,0,0,59,268,0
2020-09-22,Sarawak,901,0,0,3,0,0,2
2020-09-22,Selangor,146,0,3,0,2,26,2
2020-09-22,W.P. Labuan,80,0,0,0,0,2,0
2020-09-23,Kelantan,117,0,0,0,0,0,0
2020-09-23,Perlis,33,0,0,1,0,0,0
2020-09-23,Pulau Pinang,48,0,0,0,0,0,0
2020-09-23,Sabah,844,0,38,0,20,304,0
2020-09-23,Sarawak,901,1,0,2,0,0,1
2020-09-23,Selangor,146,0,9,0,3,32,2
2020-09-23,W.P. Labuan,80,0,1,0,0,3,0
2020-09-24,Kelantan,117,0,0,0,0,0,0
2020-09-24,Perlis,33,0,0,0,0,0,0
2020-09-24,Pulau Pinang,48,0,0,0,0,0,0
2020-09-24,Sabah,930,0,87,0,43,351,0
2020-09-24,Sarawak,901,1,0,0,0,0,2
2020-09-24,Selangor,146,0,5,0,4,33,2
2020-09-24,W.P. Labuan,80,0,0,0,0,3,0
2020-09-25,Kelantan,117,0,0,0,0,0,0
2020-09-25,Perlis,33,0,0,0,0,0,0
2020-09-25,Pulau Pinang,48,0,0,0,0,0,0
2020-09-25,Sabah,1338,0,0,0,0,384,20
2020-09-25,Sarawak,901,0,0,1,0,0,1
2020-09-25,Selangor,146,0,2,0,3,32,2
2020-09-26,Kelantan,117,0,0,0,0,0,0
2020-09-26,Perlis,33,0,0,0,0,0,0
2020-09-26,Pulau Pinang,48,0,0,0,0,0,0
2020-09-26,Sabah,1378,0,0,0,0,381,34
2020-09-26,Sarawak,901,1,0,0,0,1,2
2020-09-26,Selangor,146,0,5,0,2,35,2
2020-09-27,Kelantan,117,0,0,0,0,0,0
2020-09-27,Perlis,33,0,0,0,0,0,0
2020-09-27,Pulau Pinang,48,0,0,0,0,0,0
2020-09-27,Sabah,1454,0,0,0,0,361,30
2020-09-27,Sarawak,901,2,0,0,0,1,4
2020-09-27,Selangor,146,6,4,0,3,36,8
2020-09-28,Kelantan,117,0,0,0,0,0,0
2020-09-28,Perlis,33,0,0,0,0,0,0
2020-09-28,Pulau Pinang,48,0,0,0,0,0,0
2020-09-28,Sabah,1338,0,0,0,35,387,29
2020-09-28,Sarawak,901,1,0,0,0,1,5
2020-09-28,Selangor,146,0,11,2,6,47,0
2020-09-28,W.P. Labuan,80,0,1,0,0,4,5
2020-09-29,Kelantan,117,0,0,0,0,0,0
2020-09-29,Perlis,33,0,0,0,0,0,0
2020-09-29,Pulau Pinang,48,0,0,0,0,0,0
2020-09-29,Sabah,1454,16,19,1,34,421,46
2020-09-29,Sarawak,901,3,0,0,0,1,8
2020-09-29,Selangor,146,0,8,0,3,52,0
2020-09-29,W.P. Labuan,80,8,0,0,0,4,11
2020-09-30,Kelantan,117,0,0,0,0,0,0
2020-09-30,Perlis,33,1,0,0,0,0,2
2020-09-30,Pulau Pinang,48,0,0,0,0,0,0
2020-09-30,Sabah,1454,0,29,0,112,444,50
2020-09-30,Sarawak,901,0,0,4,0,1,4
2020-09-30,Selangor,146,0,22,0,6,68,0
2020-09-30,W.P. Labuan,80,1,1,2,0,5,9
2020-10-01,Kelantan,117,0,0,0,0,0,0
2020-10-01,Perlis,33,2,2,0,0,2,4
2020-10-01,Pulau Pinang,48,0,0,0,0,0,0
2020-10-01,Sabah,1396,0,20,0,31,381,30
2020-10-01,Sarawak,901,1,0,3,0,3,2
2020-10-01,Selangor,146,0,21,0,2,87,0
2020-10-01,W.P. Labuan,80,0,0,1,0,5,8
2020-10-02,Kedah,350,0,72,0,0,72,0
2020-10-02,Kelantan,117,0,0,0,0,0,0
2020-10-02,Perlis,33,1,0,0,0,2,4
2020-10-02,Pulau Pinang,48,0,0,0,0,0,0
2020-10-02,Sabah,1396,0,22,1,44,378,55
2020-10-02,Sarawak,901,1,0,0,0,3,3
2020-10-02,Selangor,146,0,21,0,8,102,0
2020-10-02,W.P. Labuan,80,2,0,7,2,4,4
2020-10-03,Kedah,350,0,96,0,0,168,0
2020-10-03,Kelantan,117,0,0,0,0,0,0
2020-10-03,Perlis,33,0,0,0,0,2,4
2020-10-03,Pulau Pinang,48,0,0,0,0,0,0
2020-10-03,Sabah,1776,132,54,0,103,391,219
2020-10-03,Sarawak,901,0,0,0,0,3,3
2020-10-03,Selangor,162,0,22,0,15,109,0
2020-10-03,W.P. Labuan,80,1,1,1,1,4,4
2020-10-04,Kedah,350,0,82,0,0,250,0
2020-10-04,Kelantan,117,0,0,0,0,0,0
2020-10-04,Perlis,33,0,0,1,0,2,3
2020-10-04,Pulau Pinang,48,0,0,0,0,0,0
2020-10-04,Sabah,1776,10,9,0,56,379,206
2020-10-04,Sarawak,901,1,0,1,0,7,3
2020-10-04,Selangor,171,0,36,0,16,136,0
2020-10-04,Terengganu,48,0,0,0,0,0,15
2020-10-04,W.P. Labuan,80,1,5,0,1,8,5
2020-10-05,Kedah,800,0,0,0,0,351,0
2020-10-05,Kelantan,117,0,0,0,0,0,0
2020-10-05,Perlis,33,0,0,0,0,2,3
2020-10-05,Pulau Pinang,48,0,0,0,0,0,0
2020-10-05,Sabah,1776,2,28,0,48,414,214
2020-10-05,Sarawak,901,0,0,0,0,6,3
2020-10-05,Selangor,172,0,24,0,20,140,0
2020-10-05,Terengganu,48,0,0,0,0,0,15
2020-10-05,W.P. Labuan,80,5,6,1,1,9,9
2020-10-06,Kedah,800,0,158,0,0,509,0
2020-10-06,Kelantan,117,0,0,0,0,0,0
2020-10-06,Perlis,33,0,0,0,0,2,3
2020-10-06,Pulau Pinang,48,0,0,0,0,0,0
2020-10-06,Sabah,2722,13,59,2,58,465,232
2020-10-06,Sarawak,901,2,0,0,0,8,5
2020-10-06,Selangor,258,0,32,0,14,158,0
2020-10-06,Terengganu,48,0,0,0,0,0,15
2020-10-06,W.P. Labuan,80,1,3,0,1,11,10
2020-10-07,Kedah,968,0,459,0,0,968,0
2020-10-07,Kelantan,117,0,0,0,0,0,0
2020-10-07,Perlis,33,0,0,1,0,2,1
2020-10-07,Pulau Pinang,88,0,6,0,0,7,0
2020-10-07,Sabah,2802,0,125,0,39,590,163
2020-10-07,Sarawak,901,1,0,2,0,8,4
2020-10-07,Selangor,296,0,37,0,10,185,0
2020-10-07,Terengganu,48,0,0,0,0,0,15
2020-10-07,W.P. Labuan,80,0,0,0,0,11,10
2020-10-08,Kedah,1090,0,122,0,0,1090,0
2020-10-08,Kelantan,117,0,0,0,0,0,0
2020-10-08,Perlis,33,0,0,0,0,2,1
2020-10-08,Pulau Pinang,88,0,1,0,0,6,0
2020-10-08,Sabah,3102,0,33,0,82,629,4
2020-10-08,Sarawak,901,2,0,3,0,9,3
2020-10-08,Selangor,322,0,28,0,14,199,0
2020-10-08,Terengganu,48,0,0,0,0,0,15
2020-10-08,W.P. Labuan,80,0,9,3,1,19,7
2020-10-09,Kedah,1155,0,39,0,24,1112,0
2020-10-09,Kelantan,117,0,0,0,0,0,0
2020-10-09,Perlis,33,0,0,0,0,2,1
2020-10-09,Pulau Pinang,88,0,7,0,0,13,0
2020-10-09,Sabah,3216,0,42,0,94,590,57
2020-10-09,Sarawak,901,2,0,1,0,12,4
2020-10-09,Selangor,322,0,22,0,26,195,0
2020-10-09,Terengganu,48,0,0,0,0,0,15
2020-10-09,W.P. Labuan,80,0,1,0,0,20,7
2020-10-10,Kedah,1177,0,10,0,11,1133,0
2020-10-10,Kelantan,117,0,0,0,0,0,0
2020-10-10,Perlis,33,0,0,0,0,2,1
2020-10-10,Pulau Pinang,88,0,3,0,0,16,0
2020-10-10,Sabah,3876,0,58,0,66,765,74
2020-10-10,Sarawak,901,0,0,0,0,18,4
2020-10-10,Selangor,322,0,51,0,72,174,0
2020-10-10,Terengganu,48,0,0,0,0,0,15
2020-10-10,W.P. Labuan,80,0,1,0,0,21,7
2020-10-11,Kedah,1264,0,40,0,26,1128,0
2020-10-11,Kelantan,117,0,0,0,0,0,0
2020-10-11,Perlis,33,0,0,0,0,2,1
2020-10-11,Pulau Pinang,88,0,1,0,0,17,0
2020-10-11,Sabah,4010,3,109,0,111,810,65
2020-10-11,Sarawak,901,0,0,0,0,24,4
2020-10-11,Selangor,335,0,25,0,32,167,0
2020-10-11,Terengganu,48,0,0,15,0,0,0
2020-10-11,W.P. Labuan,80,0,4,0,3,22,6
2020-10-12,Kedah,1273,0,38,0,9,1161,0
2020-10-12,Kelantan,117,0,0,0,0,0,0
2020-10-12,Melaka,40,0,3,0,0,3,0
2020-10-12,Perlis,33,0,0,0,1,1,2
2020-10-12,Pulau Pinang,204,0,141,0,0,156,0
2020-10-12,Sabah,4040,3,119,0,201,847,22
2020-10-12,Sarawak,901,0,0,2,0,21,3
2020-10-12,Selangor,335,0,11,0,32,146,0
2020-10-12,Terengganu,48,0,0,0,0,0,0
2020-10-12,W.P. Labuan,80,0,2,1,2,20,5
2020-10-13,Kedah,1280,0,21,0,7,1175,0
2020-10-13,Kelantan,117,0,0,0,0,0,0
2020-10-13,Melaka,40,0,0,0,3,0,0
2020-10-13,Perlis,33,0,0,2,1,0,0
2020-10-13,Pulau Pinang,221,0,18,0,0,173,0
2020-10-13,Sabah,4161,0,227,0,255,923,21
2020-10-13,Sarawak,901,0,0,1,0,23,2
2020-10-13,Selangor,335,0,136,0,65,217,0
2020-10-13,Terengganu,48,0,0,0,0,0,0
2020-10-13,W.P. Labuan,80,3,2,1,0,22,13
2020-10-14,Kedah,1280,0,18,0,82,1111,0
2020-10-14,Kelantan,117,0,0,0,0,0,0
2020-10-14,Melaka,40,0,2,0,0,2,0
2020-10-14,Perlis,33,0,0,0,0,0,0
2020-10-14,Pulau Pinang,232,0,11,0,0,184,0
2020-10-14,Sabah,4161,0,171,0,131,987,6
2020-10-14,Sarawak,901,1,0,1,0,23,3
2020-10-14,Selangor,466,0,75,0,38,254,0
2020-10-14,Terengganu,48,0,0,0,0,0,0
2020-10-14,W.P. Labuan,80,1,18,4,3,43,6
2020-10-15,Kedah,1326,0,73,0,80,1104,0
2020-10-15,Kelantan,117,0,0,0,0,0,0
2020-10-15,Melaka,40,1,0,0,0,2,0
2020-10-15,Perak,60,2,40,0,0,40,2
2020-10-15,Perlis,33,0,0,0,0,0,0
2020-10-15,Pulau Pinang,254,0,15,0,0,206,0
2020-10-15,Sabah,4231,0,196,0,199,1046,14
2020-10-15,Sarawak,921,0,0,2,0,26,1
2020-10-15,Selangor,466,0,102,0,58,294,0
2020-10-15,Terengganu,48,0,0,0,0,0,0
2020-10-15,W.P. Labuan,95,0,6,0,3,45,10
2020-10-16,Kedah,1326,0,23,0,55,1072,0
2020-10-16,Kelantan,117,0,0,0,0,0,0
2020-10-16,Melaka,40,0,1,0,0,3,0
2020-10-16,Perak,60,0,0,0,0,40,0
2020-10-16,Perlis,33,0,0,0,0,0,0
2020-10-16,Pulau Pinang,284,0,31,0,0,236,0
2020-10-16,Sabah,4360,0,203,0,200,1075,14
2020-10-16,Sarawak,921,0,0,0,0,26,1
2020-10-16,Selangor,466,0,134,0,52,376,0
2020-10-16,Terengganu,48,0,0,0,0,0,0
2020-10-16,W.P. Labuan,95,0,9,0,0,54,7
2020-10-17,Kedah,1335,0,6,0,284,859,0
2020-10-17,Kelantan,117,0,0,0,0,0,0
2020-10-17,Melaka,40,1,0,0,1,2,1
2020-10-17,Perak,48,0,0,0,0,39,0
2020-10-17,Perlis,33,0,0,0,0,0,0
2020-10-17,Pulau Pinang,473,0,186,0,0,425,0
2020-10-17,Sabah,4440,0,270,0,192,1313,18
2020-10-17,Sarawak,921,2,0,1,0,23,2
2020-10-17,Selangor,897,0,171,0,123,404,0
2020-10-17,Terengganu,48,0,0,0,0,0,0
2020-10-17,W.P. Labuan,95,0,2,0,1,58,6
2020-10-18,Kedah,1335,0,33,0,124,649,0
2020-10-18,Kelantan,117,0,0,0,0,0,0
2020-10-18,Melaka,40,0,0,1,0,2,0
2020-10-18,Perak,48,0,0,0,0,31,0
2020-10-18,Perlis,33,0,0,0,0,0,0
2020-10-18,Pulau Pinang,512,0,39,0,0,464,0
2020-10-18,Sabah,4440,1,261,0,201,1338,23
2020-10-18,Sarawak,921,0,0,0,0,24,2
2020-10-18,Selangor,897,0,118,0,89,433,0
2020-10-18,Terengganu,48,0,0,0,0,0,0
2020-10-18,W.P. Labuan,157,0,6,0,18,56,6
2020-10-19,Kedah,1335,0,2,0,76,561,0
2020-10-19,Kelantan,117,0,0,0,0,0,0
2020-10-19,Melaka,40,0,0,0,1,1,0
2020-10-19,Perak,48,0,0,0,0,28,0
2020-10-19,Perlis,33,0,0,0,0,0,0
2020-10-19,Pulau Pinang,521,0,18,0,58,427,0
2020-10-19,Sabah,4650,4,269,2,269,1345,27
2020-10-19,Sarawak,921,0,0,1,0,27,1
2020-10-19,Selangor,897,0,119,0,103,449,0
2020-10-19,Terengganu,48,0,0,0,0,0,0
2020-10-19,W.P. Labuan,157,0,9,0,1,51,7
2020-10-20,Kedah,1335,0,2,0,113,434,0
2020-10-20,Kelantan,117,0,0,0,0,0,0
2020-10-20,Melaka,40,0,7,0,0,8,0
2020-10-20,Perak,48,0,0,0,0,35,0
2020-10-20,Perlis,33,0,0,0,0,0,0
2020-10-20,Pulau Pinang,521,0,0,0,93,334,0
2020-10-20,Sabah,4650,0,196,0,299,1305,28
2020-10-20,Sarawak,921,3,0,1,0,30,3
2020-10-20,Selangor,915,0,126,0,119,456,0
2020-10-20,Terengganu,48,0,0,0,0,0,0
2020-10-20,W.P. Labuan,177,3,30,0,1,92,11
2020-10-21,Kedah,1335,0,4,0,68,355,0
2020-10-21,Kelantan,117,0,0,0,0,0,0
2020-10-21,Melaka,40,0,3,0,1,12,0
2020-10-21,Perak,48,0,0,0,0,38,0
2020-10-21,Perlis,33,0,0,0,0,0,0
2020-10-21,Pulau Pinang,356,0,11,0,28,315,0
2020-10-21,Sabah,4650,0,340,6,271,1462,20
2020-10-21,Sarawak,921,0,0,0,0,29,3
2020-10-21,Selangor,915,0,170,0,142,481,0
2020-10-21,Terengganu,48,0,0,0,0,0,0
2020-10-21,W.P. Labuan,177,0,8,0,25,67,10
2020-10-22,Kedah,1335,2,1,1,70,288,0
2020-10-22,Kelantan,117,0,0,0,0,0,0
2020-10-22,Melaka,40,0,0,0,0,12,0
2020-10-22,Perak,48,0,0,0,0,46,0
2020-10-22,Perlis,33,0,0,0,0,0,0
2020-10-22,Pulau Pinang,360,0,6,0,25,296,0
2020-10-22,Sabah,4730,0,315,4,232,1498,16
2020-10-22,Sarawak,921,0,0,2,0,20,1
2020-10-22,Selangor,915,0,229,0,163,547,0
2020-10-22,Terengganu,48,0,0,0,0,0,0
2020-10-22,W.P. Labuan,177,0,2,0,0,78,10
2020-10-23,Kedah,1336,0,19,3,7,294,0
2020-10-23,Kelantan,117,0,0,0,0,0,0
2020-10-23,Melaka,40,0,2,0,0,14,0
2020-10-23,Perak,60,0,0,0,0,49,0
2020-10-23,Perlis,33,0,0,0,0,0,0
2020-10-23,Pulau Pinang,381,0,39,0,21,314,0
2020-10-23,Sabah,4730,0,270,2,387,1415,19
2020-10-23,Sarawak,921,1,0,0,0,23,2
2020-10-23,Selangor,917,0,192,0,181,511,0
2020-10-23,Terengganu,48,0,0,0,0,0,0
2020-10-23,W.P. Labuan,177,0,14,1,3,93,8
2020-10-24,Kedah,1336,0,9,0,26,274,0
2020-10-24,Kelantan,117,0,0,0,0,0,0
2020-10-24,Melaka,40,0,2,0,0,16,0
2020-10-24,Perak,60,0,0,0,49,0,0
2020-10-24,Perlis,33,0,0,0,0,0,0
2020-10-24,Pulau Pinang,381,0,19,0,68,259,0
2020-10-24,Sabah,4505,0,228,0,365,1282,0
2020-10-24,Sarawak,921,1,0,0,0,24,3
2020-10-24,Selangor,937,0,204,0,180,535,0
2020-10-24,Terengganu,48,0,0,0,0,0,0
2020-10-24,W.P. Labuan,177,5,15,0,5,104,12
2020-10-25,Kedah,1410,0,0,0,16,306,0
2020-10-25,Kelantan,117,0,0,0,0,0,0
2020-10-25,Melaka,40,0,0,0,0,16,0
2020-10-25,Perak,60,0,0,0,0,0,0
2020-10-25,Perlis,33,0,0,0,0,0,0
2020-10-25,Pulau Pinang,428,0,94,0,89,263,0
2020-10-25,Sabah,4511,0,260,2,301,1256,19
2020-10-25,Sarawak,921,1,0,1,0,27,3
2020-10-25,Selangor,937,0,201,0,160,576,0
2020-10-25,Terengganu,48,0,0,0,0,0,0
2020-10-25,W.P. Labuan,182,2,21,0,8,127,13
2020-10-26,Kedah,1410,0,0,0,133,171,0
2020-10-26,Kelantan,117,0,0,0,0,0,0
2020-10-26,Melaka,40,0,0,0,3,13,0
2020-10-26,Perak,60,0,0,0,0,0,0
2020-10-26,Perlis,33,0,0,0,0,0,0
2020-10-26,Pulau Pinang,468,0,58,0,17,306,0
2020-10-26,Sabah,7235,2,276,0,240,2494,28
2020-10-26,Sarawak,921,2,0,0,0,42,5
2020-10-26,Selangor,937,1,114,0,133,557,1
2020-10-26,Terengganu,48,0,0,0,0,0,0
2020-10-26,W.P. Labuan,186,1,16,0,30,104,7
2020-10-27,Kedah,1410,0,0,0,58,108,0
2020-10-27,Kelantan,117,0,0,0,0,0,0
2020-10-27,Melaka,40,0,0,0,1,12,0
2020-10-27,Perak,60,0,9,0,0,9,0
2020-10-27,Perlis,33,0,0,0,0,0,0
2020-10-27,Pulau Pinang,468,0,7,0,72,240,0
2020-10-27,Sabah,7246,3,754,1,275,2930,29
2020-10-27,Sarawak,921,0,0,3,0,55,2
2020-10-27,Selangor,937,0,276,0,150,683,0
2020-10-27,Terengganu,48,0,0,0,0,0,0
2020-10-27,W.P. Labuan,197,5,0,0,7,82,12
2020-10-28,Kedah,1681,0,6,0,66,110,0
2020-10-28,Kelantan,117,0,0,0,0,0,0
2020-10-28,Melaka,40,0,0,0,4,8,0
2020-10-28,Negeri Sembilan,200,0,0,0,0,0,0
2020-10-28,Perak,60,0,0,0,0,8,0
2020-10-28,Perlis,33,0,0,0,0,0,0
2020-10-28,Pulau Pinang,468,0,10,0,10,242,0
2020-10-28,Sabah,7246,3,408,3,290,3085,34
2020-10-28,Sarawak,921,1,0,2,0,56,1
2020-10-28,Selangor,1087,0,188,0,224,647,0
2020-10-28,Terengganu,48,0,0,0,0,0,0
2020-10-28,W.P. Labuan,212,0,0,0,0,144,18
2020-10-29,Kedah,1681,0,2,0,68,79,0
2020-10-29,Kelantan,117,0,0,0,0,0,0
2020-10-29,Melaka,40,0,0,0,5,3,0
2020-10-29,Negeri Sembilan,200,0,44,0,0,44,0
2020-10-29,Perak,60,0,0,0,0,8,0
2020-10-29,Perlis,33,0,0,0,0,0,0
2020-10-29,Pulau Pinang,468,0,8,0,6,243,0
2020-10-29,Sabah,7368,3,321,1,314,3118,30
2020-10-29,Sarawak,921,0,0,1,0,66,1
2020-10-29,Selangor,1087,0,141,0,122,666,0
2020-10-29,Terengganu,48,0,0,0,0,0,0
2020-10-29,W.P. Labuan,212,0,0,0,0,160,18
2020-10-30,Kedah,1681,0,4,0,11,108,0
2020-10-30,Kelantan,117,0,0,0,0,0,0
2020-10-30,Melaka,40,0,1,0,1,3,0
2020-10-30,Negeri Sembilan,200,0,35,0,0,79,0
2020-10-30,Perak,60,0,0,0,0,6,0
2020-10-30,Perlis,33,0,0,0,0,0,0
2020-10-30,Pulau Pinang,622,0,22,0,3,261,0
2020-10-30,Sabah,7303,1,261,7,271,3122,24
2020-10-30,Sarawak,921,1,1,0,0,63,2
2020-10-30,Selangor,1087,46,263,0,149,780,46
2020-10-30,Terengganu,48,0,0,0,0,0,0
