date,state,beds,admitted_pui,admitted_covid,discharge_pui,discharge_covid,pkrc_covid,pkrc_pui
2020-05-16,W.P. Labuan,70,5,0,0,0,0,6
2020-05-17,Johor,146,0,0,0,0,0,0
2020-05-17,Kelantan,117,0,0,0,0,0,0
2020-05-17,Melaka,45,0,0,0,2,10,0
2020-05-17,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-17,Pahang,146,4,1,0,0,23,4
2020-05-17,Perlis,54,0,0,0,0,0,2
2020-05-17,Pulau Pinang,58,0,0,0,0,0,0
2020-05-17,Sabah,148,0,0,0,0,0,0
2020-05-17,Sarawak,901,1,0,1,0,42,7
2020-05-17,Selangor,2134,0,14,0,24,266,0
2020-05-17,W.P. Labuan,70,0,0,0,0,0,6
2020-05-18,Kelantan,117,0,0,0,0,0,0
2020-05-18,Melaka,45,0,0,0,0,10,0
2020-05-18,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-18,Pahang,146,0,4,0,0,27,4
2020-05-18,Perlis,54,0,0,0,0,0,2
2020-05-18,Pulau Pinang,58,0,0,0,0,0,0
2020-05-18,Sabah,148,0,0,0,0,0,0
2020-05-18,Sarawak,901,0,0,0,0,41,7
2020-05-18,Selangor,2134,0,16,0,6,282,0
2020-05-18,W.P. Labuan,70,0,0,0,0,0,6
2020-05-19,Kelantan,117,0,0,0,0,0,0
2020-05-19,Melaka,45,0,1,0,2,9,0
2020-05-19,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-19,Pahang,146,0,0,0,0,27,4
2020-05-19,Perlis,54,0,0,1,0,0,1
2020-05-19,Pulau Pinang,58,0,0,0,0,0,0
2020-05-19,Sabah,148,0,0,0,0,0,0
2020-05-19,Sarawak,901,4,0,2,0,41,9
2020-05-19,Selangor,2134,0,38,0,20,296,0
2020-05-19,W.P. Labuan,70,0,0,0,0,0,6
2020-05-20,Kelantan,117,0,0,0,0,0,0
2020-05-20,Melaka,45,0,0,0,1,8,0
2020-05-20,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-20,Pahang,146,0,1,0,6,22,4
2020-05-20,Perlis,54,0,0,0,0,0,1
2020-05-20,Pulau Pinang,58,0,0,0,0,0,0
2020-05-20,Sabah,148,0,0,0,0,0,0
2020-05-20,Sarawak,901,0,0,1,0,40,8
2020-05-20,Selangor,2134,0,16,0,30,283,0
2020-05-20,W.P. Labuan,70,0,0,1,0,0,5
2020-05-21,Kelantan,117,0,0,0,0,0,0
2020-05-21,Melaka,45,0,2,0,0,10,0
2020-05-21,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-21,Pahang,146,0,1,1,4,19,3
2020-05-21,Perlis,54,0,0,1,0,0,0
2020-05-21,Pulau Pinang,58,0,0,0,0,0,0
2020-05-21,Sabah,148,0,0,0,0,0,0
2020-05-21,Sarawak,901,3,0,3,0,29,8
2020-05-21,Selangor,2134,0,9,0,42,251,0
2020-05-21,W.P. Labuan,70,0,0,1,0,0,4
2020-05-22,Kelantan,117,0,0,0,0,0,0
2020-05-22,Melaka,45,0,0,0,1,9,0
2020-05-22,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-22,Pahang,146,0,5,0,7,17,3
2020-05-22,Perlis,54,0,0,0,0,0,0
2020-05-22,Pulau Pinang,58,0,0,0,0,0,0
2020-05-22,Sabah,148,0,0,0,0,0,0
2020-05-22,Sarawak,901,6,0,4,0,27,10
2020-05-22,Selangor,2134,0,65,0,55,266,0
2020-05-22,W.P. Labuan,70,0,0,0,0,0,4
2020-05-23,Kelantan,117,0,0,0,0,0,0
2020-05-23,Melaka,45,0,0,0,2,7,0
2020-05-23,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-23,Pahang,96,2,0,0,0,17,5
2020-05-23,Perlis,54,0,0,0,0,0,0
2020-05-23,Pulau Pinang,58,0,0,0,0,0,0
2020-05-23,Sabah,148,0,0,0,0,0,0
2020-05-23,Sarawak,901,1,0,0,0,30,11
2020-05-23,Selangor,2134,0,31,0,13,285,0
2020-05-23,W.P. Labuan,70,0,0,0,0,0,4
2020-05-24,Kelantan,117,0,0,0,0,0,0
2020-05-24,Melaka,45,0,0,0,1,6,0
2020-05-24,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-24,Pahang,96,0,2,0,4,15,5
2020-05-24,Perlis,54,0,0,0,0,0,0
2020-05-24,Pulau Pinang,58,0,0,0,0,0,0
2020-05-24,Sabah,148,0,0,0,0,0,0
2020-05-24,Sarawak,901,0,0,2,0,28,9
2020-05-24,Selangor,2134,0,48,0,11,314,0
2020-05-24,W.P. Labuan,70,1,0,0,0,0,5
2020-05-25,Kelantan,117,0,0,0,0,0,0
2020-05-25,Melaka,45,0,0,0,0,6,0
2020-05-25,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-25,Pahang,96,1,0,1,0,15,5
2020-05-25,Perlis,54,0,0,0,0,0,0
2020-05-25,Pulau Pinang,58,0,0,0,0,0,0
2020-05-25,Sabah,148,0,0,0,0,0,0
2020-05-25,Sarawak,901,1,0,1,0,27,9
2020-05-25,Selangor,2134,0,69,0,20,332,0
2020-05-25,W.P. Labuan,70,0,0,0,0,0,5
2020-05-26,Kelantan,117,0,0,0,0,0,0
2020-05-26,Melaka,45,0,0,0,1,5,0
2020-05-26,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-26,Pahang,96,0,7,0,3,19,5
2020-05-26,Perlis,54,0,0,0,0,0,0
2020-05-26,Pulau Pinang,58,0,0,0,0,0,0
2020-05-26,Sabah,148,0,0,0,0,0,0
2020-05-26,Sarawak,901,0,0,1,0,27,8
2020-05-26,Selangor,2134,0,166,0,18,390,0
2020-05-26,W.P. Labuan,70,1,0,0,0,0,6
2020-05-27,Kelantan,117,0,0,0,0,0,0
2020-05-27,Melaka,45,0,0,0,0,5,0
2020-05-27,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-27,Pahang,96,0,2,0,0,21,5
2020-05-27,Perlis,54,0,0,0,0,0,0
2020-05-27,Pulau Pinang,58,0,0,0,0,0,0
2020-05-27,Sabah,148,0,0,0,0,0,0
2020-05-27,Sarawak,901,2,0,1,0,27,10
2020-05-27,Selangor,2134,0,182,0,6,557,0
2020-05-27,W.P. Labuan,70,7,0,0,0,0,13
2020-05-28,Kelantan,117,3,0,0,0,0,3
2020-05-28,Melaka,45,0,0,0,1,4,0
2020-05-28,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-28,Pahang,96,0,1,1,0,22,4
2020-05-28,Perlis,54,0,0,0,0,0,0
2020-05-28,Pulau Pinang,58,0,0,0,0,0,0
2020-05-28,Sabah,148,0,3,0,0,3,0
2020-05-28,Sarawak,901,3,0,2,0,26,10
2020-05-28,Selangor,2134,0,1,0,25,565,0
2020-05-28,W.P. Labuan,70,2,0,9,0,0,6
2020-05-29,Kelantan,117,0,0,3,0,0,0
2020-05-29,Melaka,45,0,0,0,2,2,0
2020-05-29,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-29,Pahang,96,2,4,0,0,26,6
2020-05-29,Perlis,54,0,0,0,0,0,0
2020-05-29,Pulau Pinang,58,0,0,0,0,0,0
2020-05-29,Sabah,148,0,0,0,0,3,0
2020-05-29,Sarawak,901,1,0,0,0,14,11
2020-05-29,Selangor,2134,0,33,0,24,585,0
2020-05-29,W.P. Labuan,70,2,0,0,0,0,7
2020-05-30,Kelantan,117,0,0,0,0,0,0
2020-05-30,Melaka,45,0,0,0,2,0,0
2020-05-30,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-30,Pahang,96,0,0,3,6,20,3
2020-05-30,Perlis,54,0,0,0,0,0,0
2020-05-30,Pulau Pinang,58,0,0,0,0,0,0
2020-05-30,Sabah,148,0,0,0,0,3,0
2020-05-30,Sarawak,901,1,0,1,0,13,11
2020-05-30,Selangor,2134,0,3,0,21,579,0
2020-05-30,W.P. Labuan,70,0,0,1,0,0,6
2020-05-31,Kelantan,117,0,0,0,0,0,0
2020-05-31,Melaka,45,0,0,0,0,0,0
2020-05-31,Negeri Sembilan,56,0,0,0,0,0,0
2020-05-31,Pahang,96,0,0,1,0,20,2
2020-05-31,Perlis,54,0,0,0,0,0,0
2020-05-31,Pulau Pinang,58,0,0,0,0,0,0
2020-05-31,Sabah,148,0,0,0,0,3,0
2020-05-31,Sarawak,901,2,0,4,0,5,9
2020-05-31,Selangor,2134,0,28,0,4,599,0
2020-05-31,W.P. Labuan,70,0,0,0,0,0,6
2020-06-01,Kelantan,117,0,0,0,0,0,0
2020-06-01,Melaka,45,0,0,0,0,0,0
2020-06-01,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-01,Pahang,96,0,0,0,0,20,2
2020-06-01,Perlis,54,0,0,0,0,0,0
2020-06-01,Pulau Pinang,58,0,0,0,0,0,0
2020-06-01,Sabah,148,0,1,0,3,1,0
2020-06-01,Sarawak,901,0,0,4,0,5,5
2020-06-01,Selangor,2134,0,60,0,36,651,0
2020-06-01,W.P. Labuan,70,0,0,0,0,0,6
2020-06-02,Kelantan,117,0,0,0,0,0,0
2020-06-02,Melaka,58,0,0,0,0,0,0
2020-06-02,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-02,Pahang,96,0,4,1,2,22,1
2020-06-02,Perlis,54,0,0,0,0,0,0
2020-06-02,Pulau Pinang,58,0,0,0,0,0,0
2020-06-02,Sabah,148,0,0,0,0,1,0
2020-06-02,Sarawak,901,0,0,1,0,3,4
2020-06-02,Selangor,2134,0,0,0,50,619,0
2020-06-02,W.P. Labuan,70,6,1,0,0,1,12
2020-06-03,Kelantan,117,0,0,0,0,0,0
2020-06-03,Melaka,58,0,0,0,0,0,0
2020-06-03,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-03,Pahang,96,0,1,0,1,22,1
2020-06-03,Perlis,54,0,0,0,0,0,0
2020-06-03,Pulau Pinang,58,0,0,0,0,0,0
2020-06-03,Sabah,148,0,0,0,0,1,0
2020-06-03,Sarawak,901,1,0,2,0,2,4
2020-06-03,Selangor,2134,0,3,0,27,621,0
2020-06-03,W.P. Labuan,70,14,0,0,0,1,20
2020-06-04,Kelantan,117,0,0,0,0,0,0
2020-06-04,Melaka,58,0,0,0,0,0,0
2020-06-04,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-04,Pahang,96,0,0,0,8,14,1
2020-06-04,Perlis,54,0,0,0,0,0,0
2020-06-04,Pulau Pinang,58,0,0,0,0,0,0
2020-06-04,Sabah,148,0,0,0,0,1,0
2020-06-04,Sarawak,901,1,0,1,0,0,4
2020-06-04,Selangor,2134,0,53,0,72,605,0
2020-06-04,W.P. Labuan,70,0,0,2,0,1,18
2020-06-05,Kelantan,117,0,0,0,0,0,0
2020-06-05,Melaka,58,0,0,0,0,0,0
2020-06-05,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-05,Pahang,96,0,2,1,0,16,0
2020-06-05,Perlis,54,0,0,0,0,0,0
2020-06-05,Pulau Pinang,58,0,0,0,0,0,0
2020-06-05,Sabah,148,0,0,0,0,1,0
2020-06-05,Sarawak,901,1,0,1,0,0,4
2020-06-05,Selangor,2270,0,251,0,124,811,0
2020-06-05,W.P. Labuan,70,4,3,2,0,4,20
2020-06-06,Kelantan,117,0,0,0,0,0,0
2020-06-06,Melaka,58,0,3,0,0,3,0
2020-06-06,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-06,Pahang,96,0,0,0,0,16,0
2020-06-06,Perlis,54,0,0,0,0,0,0
2020-06-06,Pulau Pinang,58,0,0,0,0,0,0
2020-06-06,Sabah,148,0,0,0,0,1,0
2020-06-06,Sarawak,901,1,0,0,0,0,5
2020-06-06,Selangor,2270,0,14,0,25,810,0
2020-06-06,W.P. Labuan,70,0,0,7,0,4,13
2020-06-07,Kelantan,117,0,0,0,0,0,0
2020-06-07,Melaka,58,0,0,0,0,3,0
2020-06-07,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-07,Pahang,96,0,0,0,0,16,0
2020-06-07,Perlis,54,0,0,0,0,0,0
2020-06-07,Pulau Pinang,58,0,0,0,0,0,0
2020-06-07,Sabah,148,0,0,0,0,1,0
2020-06-07,Sarawak,901,0,0,0,0,0,4
2020-06-07,Selangor,2270,0,13,0,7,819,0
2020-06-07,W.P. Labuan,70,4,0,12,0,4,5
2020-06-08,Kelantan,117,0,0,0,0,0,0
2020-06-08,Melaka,58,0,0,0,0,3,0
2020-06-08,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-08,Pahang,96,0,0,0,8,8,0
2020-06-08,Perlis,54,0,0,0,0,0,0
2020-06-08,Pulau Pinang,58,0,0,0,0,0,0
2020-06-08,Sabah,148,0,0,0,0,1,0
2020-06-08,Sarawak,901,1,0,0,0,0,5
2020-06-08,Selangor,2634,0,1,0,263,559,0
2020-06-08,W.P. Labuan,70,0,0,0,0,4,5
2020-06-09,Kelantan,117,0,0,0,0,0,0
2020-06-09,Melaka,58,0,2,0,0,5,0
2020-06-09,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-09,Pahang,96,0,0,0,0,8,0
2020-06-09,Perlis,54,0,0,0,0,0,0
2020-06-09,Pulau Pinang,58,0,0,0,0,0,0
2020-06-09,Sabah,148,0,0,0,0,1,0
2020-06-09,Sarawak,901,0,0,1,0,0,4
2020-06-09,Selangor,2634,0,2,0,22,539,0
2020-06-09,W.P. Labuan,70,0,0,0,0,4,5
2020-06-10,Kelantan,117,0,0,0,0,0,0
2020-06-10,Melaka,58,0,0,0,0,5,0
2020-06-10,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-10,Pahang,96,0,2,0,1,9,0
2020-06-10,Perlis,54,0,0,0,0,0,0
2020-06-10,Pulau Pinang,58,0,0,0,0,0,0
2020-06-10,Sabah,148,0,0,0,0,1,0
2020-06-10,Sarawak,901,0,0,0,0,0,4
2020-06-10,Selangor,2634,0,0,0,25,532,0
2020-06-10,W.P. Labuan,70,0,0,0,0,4,5
2020-06-11,Kelantan,117,0,0,0,0,0,0
2020-06-11,Melaka,58,0,1,0,0,6,0
2020-06-11,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-11,Pahang,96,0,0,0,0,9,0
2020-06-11,Perlis,54,0,0,0,0,0,0
2020-06-11,Pulau Pinang,58,0,0,0,0,0,0
2020-06-11,Sabah,148,0,0,0,0,1,0
2020-06-11,Sarawak,901,0,0,1,0,0,3
2020-06-11,Selangor,2634,0,2,0,13,535,0
2020-06-11,W.P. Labuan,70,0,0,2,0,4,4
2020-06-12,Kelantan,117,0,0,0,0,0,0
2020-06-12,Melaka,58,0,0,0,0,6,0
2020-06-12,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-12,Pahang,96,0,0,0,0,9,0
2020-06-12,Perlis,54,0,0,0,0,0,0
2020-06-12,Pulau Pinang,58,0,0,0,0,0,0
2020-06-12,Sabah,148,0,0,0,0,1,0
2020-06-12,Sarawak,901,1,0,0,0,0,4
2020-06-12,Selangor,2634,0,0,0,60,486,0
2020-06-12,W.P. Labuan,70,0,0,1,0,4,3
2020-06-13,Kelantan,117,0,0,0,0,0,0
2020-06-13,Melaka,58,0,0,0,2,4,0
2020-06-13,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-13,Pahang,96,0,0,0,5,4,0
2020-06-13,Perlis,54,0,0,0,0,0,0
2020-06-13,Pulau Pinang,58,0,0,0,0,0,0
2020-06-13,Sabah,148,0,0,0,0,1,0
2020-06-13,Sarawak,901,1,0,1,0,0,4
2020-06-13,Selangor,2634,0,1,0,49,440,0
2020-06-13,W.P. Labuan,70,0,0,2,0,4,1
2020-06-14,Kelantan,117,0,0,0,0,0,0
2020-06-14,Melaka,58,0,5,0,0,9,0
2020-06-14,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-14,Pahang,96,0,0,0,0,4,0
2020-06-14,Perlis,54,0,0,0,0,0,0
2020-06-14,Pulau Pinang,58,0,0,0,0,0,0
2020-06-14,Sabah,148,0,0,0,0,1,0
2020-06-14,Sarawak,901,4,0,1,0,0,5
2020-06-14,Selangor,2634,0,3,0,33,410,0
2020-06-14,W.P. Labuan,70,0,0,0,4,0,1
2020-06-15,Kelantan,117,0,0,0,0,0,0
2020-06-15,Melaka,58,1,0,0,9,0,1
2020-06-15,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-15,Pahang,96,0,0,0,0,4,0
2020-06-15,Perlis,54,0,0,0,0,0,0
2020-06-15,Pulau Pinang,58,0,0,0,0,0,0
2020-06-15,Sabah,148,0,0,0,0,1,0
2020-06-15,Sarawak,901,0,0,1,0,0,4
2020-06-15,Selangor,1434,0,2,0,11,401,0
2020-06-15,W.P. Labuan,70,0,0,0,0,0,1
2020-06-16,Kelantan,117,0,0,0,0,0,0
2020-06-16,Melaka,58,0,0,0,0,0,1
2020-06-16,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-16,Pahang,96,0,0,0,4,0,0
2020-06-16,Perlis,54,0,0,0,0,0,0
2020-06-16,Pulau Pinang,58,0,0,0,0,0,0
2020-06-16,Sabah,148,0,0,0,1,0,0
2020-06-16,Sarawak,901,0,0,0,0,0,2
2020-06-16,Selangor,1434,0,2,0,295,110,0
2020-06-16,W.P. Labuan,70,0,0,0,0,0,1
2020-06-17,Kelantan,117,0,0,0,0,0,0
2020-06-17,Melaka,58,0,0,0,0,0,1
2020-06-17,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-17,Pahang,96,0,0,0,0,0,0
2020-06-17,Perlis,54,0,0,0,0,0,0
2020-06-17,Pulau Pinang,58,0,0,0,0,0,0
2020-06-17,Sabah,148,0,0,0,0,0,0
2020-06-17,Sarawak,901,2,0,0,0,0,4
2020-06-17,Selangor,1434,0,0,0,12,98,0
2020-06-17,W.P. Labuan,70,6,0,1,0,0,6
2020-06-18,Kelantan,117,0,0,0,0,0,0
2020-06-18,Melaka,58,0,0,0,0,0,1
2020-06-18,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-18,Pahang,96,0,0,0,0,0,0
2020-06-18,Perlis,54,0,0,0,0,0,0
2020-06-18,Pulau Pinang,58,0,0,0,0,0,0
2020-06-18,Sabah,148,0,0,0,0,0,0
2020-06-18,Sarawak,901,0,0,2,0,0,2
2020-06-18,Selangor,1434,0,0,0,29,74,0
2020-06-18,W.P. Labuan,70,0,0,0,0,0,6
2020-06-19,Kelantan,117,0,0,0,0,0,0
2020-06-19,Melaka,58,0,1,1,0,1,0
2020-06-19,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-19,Pahang,96,0,0,0,0,0,0
2020-06-19,Perlis,54,0,0,0,0,0,0
2020-06-19,Pulau Pinang,58,0,0,0,0,0,0
2020-06-19,Sabah,148,0,0,0,0,0,0
2020-06-19,Sarawak,901,0,0,1,0,0,1
2020-06-19,Selangor,1434,0,0,0,24,54,0
2020-06-19,W.P. Labuan,70,0,0,0,0,0,6
2020-06-20,Kelantan,117,0,0,0,0,0,0
2020-06-20,Melaka,58,0,0,0,0,1,0
2020-06-20,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-20,Pahang,96,0,0,0,0,0,0
2020-06-20,Perlis,54,0,0,0,0,0,0
2020-06-20,Pulau Pinang,58,0,0,0,0,0,0
2020-06-20,Sabah,148,0,0,0,0,0,0
2020-06-20,Sarawak,901,0,0,0,0,0,2
2020-06-20,Selangor,1434,0,0,1,8,47,0
2020-06-20,W.P. Labuan,70,0,0,0,0,0,6
2020-06-21,Kelantan,117,0,0,0,0,0,0
2020-06-21,Melaka,58,0,0,0,0,1,0
2020-06-21,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-21,Pahang,96,0,0,0,0,0,0
2020-06-21,Perlis,54,0,0,0,0,0,0
2020-06-21,Pulau Pinang,58,0,0,0,0,0,0
2020-06-21,Sabah,148,0,0,0,0,0,0
2020-06-21,Sarawak,901,0,0,0,0,0,2
2020-06-21,Selangor,1434,0,15,0,6,61,0
2020-06-21,W.P. Labuan,70,0,0,0,0,0,6
2020-06-22,Kelantan,117,0,0,0,0,0,0
2020-06-22,Melaka,58,0,0,0,0,1,0
2020-06-22,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-22,Pahang,96,0,0,0,0,0,0
2020-06-22,Perlis,54,0,0,0,0,0,0
2020-06-22,Pulau Pinang,58,0,0,0,0,0,0
2020-06-22,Sabah,148,0,0,0,0,0,0
2020-06-22,Sarawak,901,0,0,0,0,0,2
2020-06-22,Selangor,1434,0,0,0,3,57,0
2020-06-22,W.P. Labuan,70,0,0,6,0,0,0
2020-06-23,Kelantan,117,0,0,0,0,0,0
2020-06-23,Melaka,58,0,0,0,0,1,0
2020-06-23,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-23,Pahang,96,0,0,0,0,0,0
2020-06-23,Perlis,54,0,0,0,0,0,0
2020-06-23,Pulau Pinang,58,0,0,0,0,0,0
2020-06-23,Sabah,148,0,0,0,0,0,0
2020-06-23,Sarawak,901,0,0,0,0,0,2
2020-06-23,Selangor,1434,0,0,0,8,49,0
2020-06-23,W.P. Labuan,70,0,0,0,0,0,0
2020-06-24,Kelantan,117,0,0,0,0,0,0
2020-06-24,Melaka,58,0,0,0,0,1,0
2020-06-24,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-24,Pahang,96,0,0,0,0,0,0
2020-06-24,Perlis,54,0,0,0,0,0,0
2020-06-24,Pulau Pinang,58,0,0,0,0,0,0
2020-06-24,Sabah,148,0,0,0,0,0,0
2020-06-24,Sarawak,901,2,0,0,0,0,4
2020-06-24,Selangor,1434,0,1,0,8,42,0
2020-06-24,W.P. Labuan,70,0,0,0,0,0,0
2020-06-25,Kelantan,117,0,0,0,0,0,0
2020-06-25,Melaka,58,0,0,0,0,1,0
2020-06-25,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-25,Pahang,96,0,0,0,0,0,0
2020-06-25,Perlis,54,0,0,0,0,0,0
2020-06-25,Pulau Pinang,58,0,0,0,0,0,0
2020-06-25,Sabah,148,0,0,0,0,0,0
2020-06-25,Sarawak,835,1,0,0,0,0,5
2020-06-25,Selangor,1434,0,1,0,15,28,0
2020-06-25,W.P. Labuan,70,0,0,0,0,0,0
2020-06-26,Kelantan,117,0,0,0,0,0,0
2020-06-26,Melaka,58,0,0,0,1,0,0
2020-06-26,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-26,Pahang,96,0,0,0,0,0,0
2020-06-26,Perlis,54,0,0,0,0,0,0
2020-06-26,Pulau Pinang,58,0,0,0,0,0,0
2020-06-26,Sabah,148,0,0,0,0,0,0
2020-06-26,Sarawak,835,0,0,0,0,0,5
2020-06-26,Selangor,730,0,0,0,1,26,0
2020-06-26,W.P. Labuan,70,0,0,0,0,0,0
2020-06-27,Kelantan,117,0,0,0,0,0,0
2020-06-27,Melaka,58,0,0,0,0,0,0
2020-06-27,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-27,Perlis,54,0,0,0,0,0,0
2020-06-27,Pulau Pinang,58,0,0,0,0,0,0
2020-06-27,Sarawak,835,0,0,1,0,0,4
2020-06-27,Selangor,730,0,1,0,4,23,0
2020-06-27,W.P. Labuan,70,0,0,0,0,0,0
2020-06-28,Kelantan,117,0,0,0,0,0,0
2020-06-28,Melaka,58,0,0,0,0,0,0
2020-06-28,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-28,Perlis,54,0,0,0,0,0,0
2020-06-28,Pulau Pinang,58,0,0,0,0,0,0
2020-06-28,Sarawak,835,1,0,1,0,0,5
2020-06-28,Selangor,730,0,2,0,0,25,0
2020-06-28,W.P. Labuan,70,0,0,0,0,0,0
2020-06-29,Kelantan,117,0,0,0,0,0,0
2020-06-29,Melaka,58,0,0,0,0,0,0
2020-06-29,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-29,Perlis,54,0,0,0,0,0,0
2020-06-29,Pulau Pinang,58,0,0,0,0,0,0
2020-06-29,Sarawak,835,1,0,0,0,0,6
2020-06-29,Selangor,730,0,0,0,0,25,0
2020-06-29,W.P. Labuan,70,0,0,0,0,0,0
2020-06-30,Kelantan,117,0,0,0,0,0,0
2020-06-30,Melaka,58,0,0,0,0,0,0
2020-06-30,Negeri Sembilan,56,0,0,0,0,0,0
2020-06-30,Perlis,54,0,0,0,0,0,0
2020-06-30,Pulau Pinang,58,0,0,0,0,0,0
2020-06-30,Sarawak,835,0,0,3,0,0,3
2020-06-30,Selangor,730,0,0,0,3,22,0
2020-06-30,W.P. Labuan,70,0,0,0,0,0,0
2020-07-01,Kelantan,117,0,0,0,0,0,0
2020-07-01,Melaka,58,0,0,0,0,0,0
2020-07-01,Negeri Sembilan,56,0,0,0,0,0,0
2020-07-01,Perlis,54,0,0,0,0,0,0
2020-07-01,Pulau Pinang,58,0,0,0,0,0,0
2020-07-01,Sarawak,835,1,0,0,0,0,4
2020-07-01,Selangor,730,0,0,0,2,20,0
2020-07-01,W.P. Labuan,70,0,0,0,0,0,0
2020-07-02,Kelantan,117,0,0,0,0,0,0
2020-07-02,Melaka,58,0,0,0,0,0,0
2020-07-02,Negeri Sembilan,56,0,0,0,0,0,0
2020-07-02,Perlis,54,0,0,0,0,0,0
2020-07-02,Pulau Pinang,58,0,0,0,0,0,0
2020-07-02,Sarawak,835,0,0,1,0,0,3
2020-07-02,Selangor,589,0,0,0,15,7,0
2020-07-02,W.P. Labuan,70,0,0,0,0,0,0
2020-07-03,Kelantan,117,0,0,0,0,0,0
2020-07-03,Melaka,58,0,0,0,0,0,0
2020-07-03,Negeri Sembilan,56,0,0,0,0,0,0
2020-07-03,Perlis,54,0,0,0,0,0,0
2020-07-03,Pulau Pinang,58,0,0,0,0,0,0
2020-07-03,Sarawak,835,0,0,0,0,0,3
2020-07-03,Selangor,589,0,0,0,0,4,0
2020-07-03,W.P. Labuan,70,0,0,0,0,0,0
2020-07-04,Kelantan,117,0,0,0,0,0,0
2020-07-04,Melaka,58,0,0,0,0,0,0
2020-07-04,Negeri Sembilan,56,0,0,0,0,0,0
2020-07-04,Perlis,54,0,0,0,0,0,0
2020-07-04,Pulau Pinang,58,0,0,0,0,0,0
2020-07-04,Sarawak,835,0,0,2,0,0,1
2020-07-04,Selangor,589,0,0,0,0,4,0
2020-07-04,W.P. Labuan,70,0,0,0,0,0,0
2020-07-05,Kelantan,117,0,0,0,0,0,0
2020-07-05,Melaka,58,0,0,0,0,0,0
2020-07-05,Negeri Sembilan,56,0,0,0,0,0,0
2020-07-05,Perlis,54,0,0,0,0,0,0
2020-07-05,Pulau Pinang,58,0,0,0,0,0,0
2020-07-05,Sarawak,835,0,0,0,0,0,1
2020-07-05,Selangor,589,0,0,0,0,4,0
2020-07-05,W.P. Labuan,62,0,0,0,0,0,0
2020-07-06,Kelantan,117,0,0,0,0,0,0
2020-07-06,Melaka,58,0,0,0,0,0,0
2020-07-06,Negeri Sembilan,56,0,0,0,0,0,0
2020-07-06,Perlis,54,0,0,0,0,0,0
2020-07-06,Pulau Pinang,58,0,0,0,0,0,0
2020-07-06,Sarawak,835,0,0,0,0,0,1
2020-07-06,Selangor,589,0,0,0,1,3,0
2020-07-06,W.P. Labuan,70,0,0,0,0,0,0
2020-07-07,Kelantan,117,0,0,0,0,0,0
2020-07-07,Melaka,58,0,0,0,0,0,0
2020-07-07,Negeri Sembilan,56,0,0,0,0,0,0
2020-07-07,Perlis,54,0,0,0,0,0,0
2020-07-07,Pulau Pinang,58,0,0,0,0,0,0
2020-07-07,Sarawak,835,0,0,1,0,0,0
2020-07-07,Selangor,589,0,0,0,0,3,0
2020-07-07,W.P. Labuan,70,0,0,0,0,0,0
2020-07-08,Kelantan,117,0,0,0,0,0,0
2020-07-08,Negeri Sembilan,56,0,0,0,0,0,0
2020-07-08,Perlis,54,0,0,0,0,0,0
2020-07-08,Pulau Pinang,58,0,0,0,0,0,0
