date,state,beds_icu_covid,icu_covid,icu_pui,vent_covid,vent_pui
2020-05-02,Pulau Pinang,4,0,0,0,0
2020-05-02,Sabah,60,1,1,0,1
2020-05-02,Sarawak,26,3,0,2,0
2020-05-02,Selangor,104,13,0,6,0
2020-05-02,Terengganu,12,0,0,0,0
2020-05-02,W.P. Kuala Lumpur,30,3,0,3,0
2020-05-02,W.P. Labuan,2,0,0,0,0
2020-05-03,Johor,30,2,0,1,0
2020-05-03,Kedah,16,0,0,0,0
2020-05-03,Kelantan,27,0,0,0,0
2020-05-03,Melaka,12,1,0,1,0
2020-05-03,Negeri Sembilan,10,1,0,1,0
2020-05-03,Pahang,39,2,0,1,0
2020-05-03,Perak,46,0,0,0,0
2020-05-03,Perlis,4,0,0,0,0
2020-05-03,Pulau Pinang,4,0,0,0,0
2020-05-03,Sabah,60,1,0,0,0
2020-05-03,Sarawak,26,3,0,2,0
2020-05-03,Selangor,104,13,0,6,0
2020-05-03,Terengganu,12,0,0,0,0
2020-05-03,W.P. Kuala Lumpur,30,3,0,3,0
2020-05-03,W.P. Labuan,2,0,0,0,0
2020-05-04,Johor,30,2,0,1,0
2020-05-04,Kedah,16,0,0,0,0
2020-05-04,Kelantan,27,0,0,0,0
2020-05-04,Melaka,12,1,0,1,0
2020-05-04,Negeri Sembilan,10,0,0,0,0
2020-05-04,Pahang,39,2,0,1,0
2020-05-04,Perak,46,0,0,0,0
2020-05-04,Perlis,4,0,0,0,0
2020-05-04,Pulau Pinang,4,0,0,0,0
2020-05-04,Sabah,60,1,0,0,0
2020-05-04,Sarawak,26,3,0,2,0
2020-05-04,Selangor,104,13,0,6,0
2020-05-04,Terengganu,12,0,0,0,0
2020-05-04,W.P. Kuala Lumpur,30,3,0,2,0
2020-05-04,W.P. Labuan,2,0,0,0,0
2020-05-05,Johor,30,2,0,1,0
2020-05-05,Kedah,16,0,0,0,0
2020-05-05,Kelantan,27,0,0,0,0
2020-05-05,Melaka,12,1,0,0,0
2020-05-05,Negeri Sembilan,10,0,0,0,0
2020-05-05,Pahang,39,2,0,1,0
2020-05-05,Perak,46,0,0,0,0
2020-05-05,Perlis,4,0,0,0,0
2020-05-05,Pulau Pinang,4,0,0,0,0
2020-05-05,Sabah,60,0,0,0,0
2020-05-05,Sarawak,26,3,0,2,0
2020-05-05,Selangor,104,10,0,3,0
2020-05-05,Terengganu,12,0,0,0,0
2020-05-05,W.P. Kuala Lumpur,30,2,0,2,0
2020-05-05,W.P. Labuan,2,0,0,0,0
2020-05-06,Johor,30,2,0,1,0
2020-05-06,Kedah,16,0,0,0,0
2020-05-06,Kelantan,27,0,0,0,0
2020-05-06,Melaka,12,0,0,0,0
2020-05-06,Negeri Sembilan,10,0,0,0,0
2020-05-06,Pahang,39,2,0,1,0
2020-05-06,Perak,46,0,0,0,0
2020-05-06,Perlis,4,0,0,0,0
2020-05-06,Pulau Pinang,4,0,0,0,0
2020-05-06,Sabah,60,0,0,0,0
2020-05-06,Sarawak,26,2,0,2,0
2020-05-06,Selangor,104,9,0,1,0
2020-05-06,Terengganu,12,0,0,0,0
2020-05-06,W.P. Kuala Lumpur,30,2,0,2,0
2020-05-06,W.P. Labuan,2,0,0,0,0
2020-05-07,Johor,30,2,0,1,0
2020-05-07,Kedah,16,0,0,0,0
2020-05-07,Kelantan,27,0,0,0,0
2020-05-07,Melaka,12,0,0,0,0
2020-05-07,Negeri Sembilan,10,0,0,0,0
2020-05-07,Pahang,39,2,0,1,0
2020-05-07,Perak,46,0,0,0,0
2020-05-07,Perlis,4,0,0,0,0
2020-05-07,Pulau Pinang,4,0,0,0,0
2020-05-07,Sabah,60,0,0,0,0
2020-05-07,Sarawak,26,2,0,2,0
2020-05-07,Selangor,104,9,0,2,0
2020-05-07,Terengganu,12,0,0,0,0
2020-05-07,W.P. Kuala Lumpur,30,2,0,2,0
2020-05-07,W.P. Labuan,2,0,0,0,0
2020-05-08,Johor,30,2,0,1,0
2020-05-08,Kedah,16,0,0,0,0
2020-05-08,Kelantan,27,0,0,0,0
2020-05-08,Melaka,12,0,0,0,0
2020-05-08,Negeri Sembilan,10,0,0,0,0
2020-05-08,Pahang,39,2,0,1,0
2020-05-08,Perak,46,0,0,0,0
2020-05-08,Perlis,4,0,0,0,0
2020-05-08,Pulau Pinang,4,0,0,0,0
2020-05-08,Sabah,60,0,2,0,2
2020-05-08,Sarawak,26,2,0,2,0
2020-05-08,Selangor,104,9,1,2,0
2020-05-08,Terengganu,12,0,0,0,0
2020-05-08,W.P. Kuala Lumpur,30,2,0,2,0
2020-05-08,W.P. Labuan,2,0,0,0,0
2020-05-09,Johor,30,2,0,1,0
2020-05-09,Kedah,16,0,1,0,0
2020-05-09,Kelantan,27,0,0,0,0
2020-05-09,Melaka,12,0,0,0,0
2020-05-09,Negeri Sembilan,10,0,0,0,0
2020-05-09,Pahang,39,2,1,1,1
2020-05-09,Perak,46,0,0,0,0
2020-05-09,Perlis,4,0,0,0,0
2020-05-09,Pulau Pinang,4,0,0,0,0
2020-05-09,Sabah,60,0,2,0,1
2020-05-09,Sarawak,26,1,0,1,0
2020-05-09,Selangor,104,9,1,2,1
2020-05-09,Terengganu,12,0,0,0,0
2020-05-09,W.P. Kuala Lumpur,30,2,0,1,0
2020-05-09,W.P. Labuan,2,0,0,0,0
2020-05-10,Johor,30,2,0,1,0
2020-05-10,Kedah,16,0,0,0,0
2020-05-10,Kelantan,27,0,0,0,0
2020-05-10,Melaka,12,0,0,0,0
2020-05-10,Negeri Sembilan,10,0,0,0,0
2020-05-10,Pahang,39,2,1,1,1
2020-05-10,Perak,46,0,0,0,0
2020-05-10,Perlis,4,0,0,0,0
2020-05-10,Pulau Pinang,4,0,0,0,0
2020-05-10,Sabah,60,0,1,0,0
2020-05-10,Sarawak,26,1,0,1,0
2020-05-10,Selangor,104,8,1,2,1
2020-05-10,Terengganu,12,0,0,0,0
2020-05-10,W.P. Kuala Lumpur,30,1,0,1,0
2020-05-10,W.P. Labuan,2,0,0,0,0
2020-05-11,Johor,30,2,0,1,0
2020-05-11,Kedah,16,0,1,0,0
2020-05-11,Kelantan,27,0,0,0,0
2020-05-11,Melaka,12,2,0,0,0
2020-05-11,Negeri Sembilan,10,1,0,0,0
2020-05-11,Pahang,39,2,0,1,0
2020-05-11,Perak,46,0,0,0,0
2020-05-11,Perlis,4,0,0,0,0
2020-05-11,Pulau Pinang,4,0,0,0,0
2020-05-11,Sabah,60,0,0,0,0
2020-05-11,Sarawak,26,2,0,1,0
2020-05-11,Selangor,104,8,1,2,1
2020-05-11,Terengganu,12,0,0,0,0
2020-05-11,W.P. Kuala Lumpur,30,1,0,1,0
2020-05-11,W.P. Labuan,2,0,0,0,0
2020-05-12,Johor,30,2,0,0,0
2020-05-12,Kedah,16,0,0,0,0
2020-05-12,Kelantan,27,0,0,0,0
2020-05-12,Melaka,12,2,0,0,0
2020-05-12,Negeri Sembilan,10,1,0,0,0
2020-05-12,Pahang,39,2,0,1,0
2020-05-12,Perak,46,0,0,0,0
2020-05-12,Perlis,4,0,0,0,0
2020-05-12,Pulau Pinang,4,0,0,0,0
2020-05-12,Sabah,60,0,1,0,1
2020-05-12,Sarawak,26,1,1,0,1
2020-05-12,Selangor,104,7,1,2,1
2020-05-12,Terengganu,12,0,0,0,0
2020-05-12,W.P. Kuala Lumpur,30,1,1,1,1
2020-05-12,W.P. Labuan,2,0,0,0,0
2020-05-13,Johor,30,2,0,1,0
2020-05-13,Kedah,16,0,0,0,0
2020-05-13,Kelantan,27,0,0,0,0
2020-05-13,Melaka,12,1,0,0,0
2020-05-13,Negeri Sembilan,10,1,0,0,0
2020-05-13,Pahang,39,2,0,1,0
2020-05-13,Perak,46,0,0,0,0
2020-05-13,Perlis,4,0,0,0,0
2020-05-13,Pulau Pinang,4,0,0,0,0
2020-05-13,Sabah,60,0,1,0,1
2020-05-13,Sarawak,26,1,0,0,0
2020-05-13,Selangor,104,7,1,2,1
2020-05-13,Terengganu,12,0,0,0,0
2020-05-13,W.P. Kuala Lumpur,30,1,0,0,0
2020-05-13,W.P. Labuan,2,0,0,0,0
2020-05-14,Johor,30,2,0,2,0
2020-05-14,Kedah,16,0,0,0,0
2020-05-14,Kelantan,27,0,0,0,0
2020-05-14,Melaka,12,0,0,0,0
2020-05-14,Negeri Sembilan,10,1,0,0,0
2020-05-14,Pahang,39,1,0,1,0
2020-05-14,Perak,46,0,0,0,0
2020-05-14,Perlis,4,0,0,0,0
2020-05-14,Pulau Pinang,4,0,0,0,0
2020-05-14,Sabah,60,0,2,0,2
2020-05-14,Sarawak,26,1,0,0,0
2020-05-14,Selangor,104,7,2,2,2
2020-05-14,Terengganu,12,0,0,0,0
2020-05-14,W.P. Kuala Lumpur,30,1,0,0,0
2020-05-14,W.P. Labuan,2,0,0,0,0
2020-05-15,Johor,30,2,0,2,0
2020-05-15,Kedah,16,0,0,0,0
2020-05-15,Kelantan,27,0,0,0,0
2020-05-15,Melaka,12,0,0,0,0
2020-05-15,Negeri Sembilan,10,1,0,0,0
2020-05-15,Pahang,39,1,0,1,0
2020-05-15,Perak,46,0,0,0,0
2020-05-15,Perlis,4,0,0,0,0
2020-05-15,Pulau Pinang,4,0,0,0,0
2020-05-15,Sabah,60,0,1,0,1
2020-05-15,Sarawak,26,1,0,0,0
2020-05-15,Selangor,104,7,2,2,1
2020-05-15,Terengganu,12,0,0,0,0
2020-05-15,W.P. Kuala Lumpur,30,0,0,0,0
2020-05-15,W.P. Labuan,2,0,0,0,0
2020-05-16,Johor,30,2,0,2,0
2020-05-16,Kedah,16,0,0,0,0
2020-05-16,Kelantan,27,0,0,0,0
2020-05-16,Melaka,12,0,0,0,0
2020-05-16,Negeri Sembilan,10,1,0,0,0
2020-05-16,Pahang,39,1,0,1,0
2020-05-16,Perak,46,0,0,0,0
2020-05-16,Perlis,4,0,0,0,0
2020-05-16,Pulau Pinang,4,0,0,0,0
2020-05-16,Sabah,60,0,2,0,1
2020-05-16,Sarawak,26,1,0,0,0
2020-05-16,Selangor,104,7,1,2,0
2020-05-16,Terengganu,12,0,0,0,0
2020-05-16,W.P. Kuala Lumpur,38,1,0,0,0
2020-05-16,W.P. Labuan,2,0,0,0,0
2020-05-17,Johor,30,2,0,2,0
2020-05-17,Kedah,16,0,0,0,0
2020-05-17,Kelantan,27,0,0,0,0
2020-05-17,Melaka,12,0,0,0,0
2020-05-17,Negeri Sembilan,10,1,0,0,0
2020-05-17,Pahang,39,1,1,1,1
2020-05-17,Perak,46,0,0,0,0
2020-05-17,Perlis,4,0,0,0,0
2020-05-17,Pulau Pinang,4,0,0,0,0
2020-05-17,Sabah,60,0,2,0,1
2020-05-17,Sarawak,26,1,0,0,0
2020-05-17,Selangor,104,7,0,5,0
2020-05-17,Terengganu,12,0,0,0,0
2020-05-17,W.P. Kuala Lumpur,38,5,0,0,0
2020-05-17,W.P. Labuan,2,0,0,0,0
2020-05-18,Johor,30,2,0,2,0
2020-05-18,Kedah,16,0,0,0,0
2020-05-18,Kelantan,27,0,0,0,0
2020-05-18,Melaka,12,0,0,0,0
2020-05-18,Negeri Sembilan,10,1,0,0,0
2020-05-18,Pahang,39,1,0,1,1
2020-05-18,Perak,46,0,0,0,0
2020-05-18,Perlis,4,0,0,0,0
2020-05-18,Pulau Pinang,4,0,0,0,0
2020-05-18,Sabah,60,0,3,0,2
2020-05-18,Sarawak,26,1,0,0,0
2020-05-18,Selangor,104,7,0,3,0
2020-05-18,Terengganu,12,0,0,0,0
2020-05-18,W.P. Kuala Lumpur,50,11,0,0,0
2020-05-18,W.P. Labuan,2,0,0,0,0
2020-05-19,Johor,30,2,0,2,0
2020-05-19,Kedah,16,0,0,0,0
2020-05-19,Kelantan,27,0,0,0,0
2020-05-19,Melaka,12,0,0,0,0
2020-05-19,Negeri Sembilan,10,0,0,0,0
2020-05-19,Pahang,39,1,0,1,0
2020-05-19,Perak,46,0,0,0,0
2020-05-19,Perlis,4,0,0,0,0
2020-05-19,Pulau Pinang,4,0,0,0,0
2020-05-19,Sabah,60,0,3,0,2
2020-05-19,Sarawak,26,1,0,0,0
2020-05-19,Selangor,104,6,1,3,1
2020-05-19,Terengganu,12,0,0,0,0
2020-05-19,W.P. Kuala Lumpur,50,5,0,0,0
2020-05-19,W.P. Labuan,2,0,0,0,0
2020-05-20,Johor,30,2,0,2,0
2020-05-20,Kedah,16,0,0,0,0
2020-05-20,Kelantan,27,0,0,0,0
2020-05-20,Melaka,12,0,0,0,0
2020-05-20,Negeri Sembilan,10,0,0,0,0
2020-05-20,Pahang,39,1,0,1,0
2020-05-20,Perak,46,0,0,0,0
2020-05-20,Perlis,4,0,0,0,0
2020-05-20,Pulau Pinang,4,0,0,0,0
2020-05-20,Sabah,60,1,1,1,1
2020-05-20,Sarawak,26,1,0,0,0
2020-05-20,Selangor,104,6,0,4,0
2020-05-20,Terengganu,12,0,0,0,0
2020-05-20,W.P. Kuala Lumpur,50,0,0,0,0
2020-05-20,W.P. Labuan,2,0,0,0,0
2020-05-21,Johor,30,2,0,2,0
2020-05-21,Kedah,16,0,0,0,0
2020-05-21,Kelantan,27,0,0,0,0
2020-05-21,Melaka,12,0,0,0,0
2020-05-21,Negeri Sembilan,10,0,0,0,0
2020-05-21,Pahang,39,0,0,0,0
2020-05-21,Perak,46,0,0,0,0
2020-05-21,Perlis,4,0,0,0,0
2020-05-21,Pulau Pinang,4,0,0,0,0
2020-05-21,Sabah,60,1,0,1,0
2020-05-21,Sarawak,26,1,0,0,0
2020-05-21,Selangor,104,6,0,4,0
2020-05-21,Terengganu,12,0,0,0,0
2020-05-21,W.P. Kuala Lumpur,50,0,1,0,1
2020-05-21,W.P. Labuan,2,0,0,0,0
2020-05-22,Johor,30,2,0,2,0
2020-05-22,Kedah,16,0,1,0,1
2020-05-22,Kelantan,27,0,0,0,0
2020-05-22,Melaka,12,0,0,0,0
2020-05-22,Negeri Sembilan,10,0,0,0,0
2020-05-22,Pahang,39,0,0,0,0
2020-05-22,Perak,46,0,0,0,0
2020-05-22,Perlis,4,0,0,0,0
2020-05-22,Pulau Pinang,4,0,0,0,0
2020-05-22,Sabah,60,1,1,1,0
2020-05-22,Sarawak,26,1,0,0,0
2020-05-22,Selangor,104,5,0,2,0
2020-05-22,Terengganu,12,0,0,0,0
2020-05-22,W.P. Kuala Lumpur,50,1,1,0,1
2020-05-22,W.P. Labuan,2,0,0,0,0
2020-05-23,Johor,30,2,0,2,0
2020-05-23,Kedah,16,0,1,0,1
2020-05-23,Kelantan,27,0,0,0,0
2020-05-23,Melaka,12,0,0,0,0
2020-05-23,Negeri Sembilan,10,0,0,0,0
2020-05-23,Pahang,39,0,0,0,0
2020-05-23,Perak,46,0,0,0,0
2020-05-23,Perlis,4,0,0,0,0
2020-05-23,Pulau Pinang,4,0,0,0,0
2020-05-23,Sabah,60,1,1,1,0
2020-05-23,Sarawak,26,1,0,0,0
2020-05-23,Selangor,104,5,0,1,0
2020-05-23,Terengganu,12,0,0,0,0
2020-05-23,W.P. Kuala Lumpur,50,1,0,0,0
2020-05-23,W.P. Labuan,2,0,0,0,0
2020-05-24,Johor,30,2,0,2,0
2020-05-24,Kedah,16,0,0,0,0
2020-05-24,Kelantan,27,0,0,0,0
2020-05-24,Melaka,12,0,0,0,0
2020-05-24,Negeri Sembilan,10,0,0,0,0
2020-05-24,Pahang,39,0,0,0,0
2020-05-24,Perak,46,0,0,0,0
2020-05-24,Perlis,4,0,0,0,0
2020-05-24,Pulau Pinang,4,0,0,0,0
2020-05-24,Sabah,60,1,1,1,0
2020-05-24,Sarawak,26,1,0,0,0
2020-05-24,Selangor,104,5,0,1,0
2020-05-24,Terengganu,12,0,0,0,0
2020-05-24,W.P. Kuala Lumpur,50,1,0,0,0
2020-05-24,W.P. Labuan,2,0,0,0,0
2020-05-25,Johor,30,2,0,2,0
2020-05-25,Kedah,16,0,0,0,0
2020-05-25,Kelantan,27,0,0,0,0
2020-05-25,Melaka,12,0,0,0,0
2020-05-25,Negeri Sembilan,10,0,0,0,0
2020-05-25,Pahang,39,0,0,0,0
2020-05-25,Perak,46,0,0,0,0
2020-05-25,Perlis,4,0,0,0,0
2020-05-25,Pulau Pinang,4,0,0,0,0
2020-05-25,Sabah,60,1,1,1,0
2020-05-25,Sarawak,26,1,0,0,0
2020-05-25,Selangor,104,6,0,1,0
2020-05-25,Terengganu,12,0,0,0,0
2020-05-25,W.P. Kuala Lumpur,50,0,0,0,0
2020-05-25,W.P. Labuan,2,0,0,0,0
2020-05-26,Johor,30,2,0,2,0
2020-05-26,Kedah,16,0,0,0,0
2020-05-26,Kelantan,27,0,0,0,0
2020-05-26,Melaka,12,0,0,0,0
2020-05-26,Negeri Sembilan,10,0,0,0,0
2020-05-26,Pahang,39,0,0,0,0
2020-05-26,Perak,46,0,0,0,0
2020-05-26,Perlis,4,0,0,0,0
2020-05-26,Pulau Pinang,4,0,0,0,0
2020-05-26,Sabah,60,1,0,1,0
2020-05-26,Sarawak,26,1,1,0,1
2020-05-26,Selangor,104,6,0,2,0
2020-05-26,Terengganu,12,0,0,0,0
2020-05-26,W.P. Kuala Lumpur,50,0,0,0,0
2020-05-26,W.P. Labuan,2,0,0,0,0
2020-05-27,Johor,30,3,0,2,0
2020-05-27,Kedah,16,0,0,0,0
2020-05-27,Kelantan,27,0,0,0,0
2020-05-27,Melaka,12,0,0,0,0
2020-05-27,Negeri Sembilan,10,0,0,0,0
2020-05-27,Pahang,39,0,0,0,0
2020-05-27,Perak,46,0,0,0,0
2020-05-27,Perlis,4,0,0,0,0
2020-05-27,Pulau Pinang,4,0,0,0,0
2020-05-27,Sabah,60,1,0,0,0
2020-05-27,Sarawak,26,2,0,1,0
2020-05-27,Selangor,104,4,0,1,0
2020-05-27,Terengganu,12,0,0,0,0
2020-05-27,W.P. Kuala Lumpur,48,0,0,0,0
2020-05-27,W.P. Labuan,2,0,0,0,0
2020-05-28,Johor,30,3,0,2,0
2020-05-28,Kedah,16,0,0,0,0
2020-05-28,Kelantan,27,0,0,0,0
2020-05-28,Melaka,12,0,0,0,0
2020-05-28,Negeri Sembilan,10,0,0,0,0
2020-05-28,Pahang,39,0,0,0,0
2020-05-28,Perak,46,0,0,0,0
2020-05-28,Perlis,4,0,0,0,0
2020-05-28,Pulau Pinang,4,0,0,0,0
2020-05-28,Sabah,60,1,0,0,0
2020-05-28,Sarawak,26,2,0,1,0
2020-05-28,Selangor,104,4,0,1,0
2020-05-28,Terengganu,12,0,0,0,0
2020-05-28,W.P. Kuala Lumpur,50,0,0,0,0
2020-05-28,W.P. Labuan,2,0,0,0,0
2020-05-29,Johor,30,3,0,0,0
2020-05-29,Kedah,16,0,0,0,0
2020-05-29,Kelantan,27,0,0,0,0
2020-05-29,Melaka,12,0,0,0,0
2020-05-29,Negeri Sembilan,10,0,0,0,0
2020-05-29,Pahang,39,0,0,0,0
2020-05-29,Perak,46,0,0,0,0
2020-05-29,Perlis,4,0,0,0,0
2020-05-29,Pulau Pinang,4,0,0,0,0
2020-05-29,Sabah,60,1,0,0,0
2020-05-29,Sarawak,26,2,0,1,0
2020-05-29,Selangor,104,4,0,1,0
2020-05-29,Terengganu,12,0,0,0,0
2020-05-29,W.P. Kuala Lumpur,50,0,0,0,0
2020-05-29,W.P. Labuan,2,0,0,0,0
2020-05-30,Johor,30,3,0,0,0
2020-05-30,Kedah,16,0,0,0,0
2020-05-30,Kelantan,27,0,0,0,0
2020-05-30,Melaka,12,0,0,0,0
2020-05-30,Negeri Sembilan,10,0,0,0,0
2020-05-30,Pahang,39,0,0,0,0
2020-05-30,Perak,46,0,0,0,0
2020-05-30,Perlis,4,0,0,0,0
2020-05-30,Pulau Pinang,4,0,0,0,0
2020-05-30,Sabah,60,1,0,0,0
2020-05-30,Sarawak,26,2,0,0,0
2020-05-30,Selangor,104,4,0,1,0
2020-05-30,Terengganu,12,0,0,0,0
2020-05-30,W.P. Kuala Lumpur,50,0,0,0,0
2020-05-30,W.P. Labuan,2,0,0,0,0
2020-05-31,Johor,30,3,0,1,0
2020-05-31,Kedah,16,0,0,0,0
2020-05-31,Kelantan,27,0,0,0,0
2020-05-31,Melaka,12,0,0,0,0
2020-05-31,Negeri Sembilan,10,0,0,0,0
2020-05-31,Pahang,39,0,0,0,0
2020-05-31,Perak,46,0,0,0,0
2020-05-31,Perlis,4,0,0,0,0
2020-05-31,Pulau Pinang,4,0,0,0,0
2020-05-31,Sabah,60,1,0,0,0
2020-05-31,Sarawak,26,2,0,0,0
2020-05-31,Selangor,104,4,0,1,0
2020-05-31,Terengganu,12,0,0,0,0
2020-05-31,W.P. Kuala Lumpur,50,0,0,0,0
2020-05-31,W.P. Labuan,2,0,0,0,0
2020-06-01,Johor,30,2,0,1,0
2020-06-01,Kedah,16,0,0,0,0
2020-06-01,Kelantan,27,0,0,0,0
2020-06-01,Melaka,12,0,0,0,0
2020-06-01,Negeri Sembilan,10,0,0,0,0
2020-06-01,Pahang,39,0,0,0,0
2020-06-01,Perak,46,0,0,0,0
2020-06-01,Perlis,4,0,0,0,0
2020-06-01,Pulau Pinang,4,0,0,0,0
2020-06-01,Sabah,60,1,0,0,0
2020-06-01,Sarawak,26,2,0,0,0
2020-06-01,Selangor,104,4,1,1,1
2020-06-01,Terengganu,12,0,0,0,0
2020-06-01,W.P. Kuala Lumpur,50,0,1,0,0
2020-06-01,W.P. Labuan,2,0,0,0,0
2020-06-02,Johor,30,2,0,1,0
2020-06-02,Kedah,16,0,0,0,0
2020-06-02,Kelantan,27,0,0,0,0
2020-06-02,Melaka,12,0,0,0,0
2020-06-02,Negeri Sembilan,10,0,0,0,0
2020-06-02,Pahang,39,0,0,0,0
2020-06-02,Perak,46,0,0,0,0
2020-06-02,Perlis,4,0,0,0,0
2020-06-02,Pulau Pinang,4,0,0,0,0
2020-06-02,Sabah,60,0,1,0,1
2020-06-02,Sarawak,26,1,0,0,0
2020-06-02,Selangor,104,5,1,1,1
2020-06-02,Terengganu,12,0,0,0,0
2020-06-02,W.P. Kuala Lumpur,50,0,0,0,0
2020-06-02,W.P. Labuan,2,0,0,0,0
2020-06-03,Johor,30,2,0,1,0
2020-06-03,Kedah,16,0,0,0,0
2020-06-03,Kelantan,27,0,0,0,0
2020-06-03,Melaka,12,0,0,0,0
2020-06-03,Negeri Sembilan,10,0,0,0,0
2020-06-03,Pahang,39,0,0,0,0
2020-06-03,Perak,46,0,0,0,0
2020-06-03,Perlis,4,0,0,0,0
2020-06-03,Pulau Pinang,4,0,0,0,0
2020-06-03,Sabah,60,0,1,0,1
2020-06-03,Sarawak,26,1,0,0,0
2020-06-03,Selangor,104,5,1,2,0
2020-06-03,Terengganu,12,0,0,0,0
2020-06-03,W.P. Kuala Lumpur,50,0,0,0,0
2020-06-03,W.P. Labuan,2,0,0,0,0
2020-06-04,Johor,30,2,0,0,0
2020-06-04,Kedah,16,0,0,0,0
2020-06-04,Kelantan,27,0,0,0,0
2020-06-04,Melaka,12,0,0,0,0
2020-06-04,Negeri Sembilan,10,0,0,0,0
2020-06-04,Pahang,39,0,0,0,0
2020-06-04,Perak,46,0,0,0,0
2020-06-04,Perlis,4,0,0,0,0
2020-06-04,Pulau Pinang,4,0,0,0,0
2020-06-04,Sabah,60,0,0,0,0
2020-06-04,Sarawak,26,1,0,0,0
2020-06-04,Selangor,104,5,1,2,0
2020-06-04,Terengganu,12,0,0,0,0
2020-06-04,W.P. Kuala Lumpur,50,0,1,0,0
2020-06-04,W.P. Labuan,2,0,0,0,0
2020-06-05,Johor,30,2,0,0,0
2020-06-05,Kedah,16,0,0,0,0
2020-06-05,Kelantan,27,0,0,0,0
2020-06-05,Melaka,12,0,0,0,0
2020-06-05,Negeri Sembilan,10,0,0,0,0
2020-06-05,Pahang,39,0,0,0,0
2020-06-05,Perak,46,0,0,0,0
2020-06-05,Perlis,4,0,0,0,0
2020-06-05,Pulau Pinang,4,0,0,0,0
2020-06-05,Sabah,60,0,0,0,0
2020-06-05,Sarawak,26,1,0,0,0
2020-06-05,Selangor,104,4,0,2,0
2020-06-05,Terengganu,12,0,0,0,0
2020-06-05,W.P. Kuala Lumpur,50,0,0,0,0
2020-06-05,W.P. Labuan,2,0,0,0,0
2020-06-06,Johor,30,2,0,0,0
2020-06-06,Kedah,16,0,0,0,0
2020-06-06,Kelantan,27,0,0,0,0
2020-06-06,Melaka,12,0,0,0,0
2020-06-06,Negeri Sembilan,10,0,0,0,0
2020-06-06,Pahang,39,0,0,0,0
2020-06-06,Perak,46,0,0,0,0
2020-06-06,Perlis,4,0,0,0,0
2020-06-06,Pulau Pinang,4,0,0,0,0
2020-06-06,Sabah,60,0,1,0,1
2020-06-06,Sarawak,26,1,0,0,0
2020-06-06,Selangor,104,4,1,1,1
2020-06-06,Terengganu,12,0,0,0,0
2020-06-06,W.P. Kuala Lumpur,50,0,0,0,0
2020-06-06,W.P. Labuan,2,0,0,0,0
2020-06-07,Johor,30,2,0,0,0
2020-06-07,Kedah,16,0,0,0,0
2020-06-07,Kelantan,27,0,0,0,0
2020-06-07,Melaka,12,0,0,0,0
2020-06-07,Negeri Sembilan,10,0,0,0,0
2020-06-07,Pahang,39,0,0,0,0
2020-06-07,Perak,46,0,0,0,0
2020-06-07,Perlis,4,0,0,0,0
2020-06-07,Pulau Pinang,4,0,0,0,0
2020-06-07,Sabah,60,0,0,0,0
2020-06-07,Sarawak,26,1,0,0,0
2020-06-07,Selangor,104,4,1,1,1
2020-06-07,Terengganu,12,0,0,0,0
2020-06-07,W.P. Kuala Lumpur,50,0,0,0,0
2020-06-07,W.P. Labuan,2,0,0,0,0
2020-06-08,Johor,30,2,0,0,0
2020-06-08,Kedah,16,0,0,0,0
2020-06-08,Kelantan,27,0,0,0,0
2020-06-08,Melaka,12,0,0,0,0
2020-06-08,Negeri Sembilan,10,0,0,0,0
2020-06-08,Pahang,39,0,0,0,0
2020-06-08,Perak,46,0,0,0,0
2020-06-08,Perlis,4,0,0,0,0
2020-06-08,Pulau Pinang,4,0,0,0,0
2020-06-08,Sabah,60,0,0,0,0
2020-06-08,Sarawak,26,0,0,0,0
2020-06-08,Selangor,104,4,0,1,0
2020-06-08,Terengganu,12,0,0,0,0
2020-06-08,W.P. Kuala Lumpur,50,0,0,0,0
2020-06-08,W.P. Labuan,2,0,0,0,0
2020-06-09,Johor,30,2,0,0,0
2020-06-09,Kedah,16,0,0,0,0
2020-06-09,Kelantan,27,0,0,0,0
2020-06-09,Melaka,12,0,0,0,0
2020-06-09,Negeri Sembilan,10,0,0,0,0
2020-06-09,Pahang,39,0,0,0,0
2020-06-09,Perak,46,0,0,0,0
2020-06-09,Perlis,4,0,0,0,0
2020-06-09,Pulau Pinang,4,0,0,0,0
2020-06-09,Sabah,60,0,0,0,0
2020-06-09,Sarawak,26,0,0,0,0
2020-06-09,Selangor,104,4,0,1,0
2020-06-09,Terengganu,12,0,0,0,0
2020-06-09,W.P. Kuala Lumpur,50,0,0,0,0
2020-06-09,W.P. Labuan,2,0,0,0,0
2020-06-10,Johor,30,2,0,0,0
2020-06-10,Kedah,16,0,0,0,0
2020-06-10,Kelantan,27,0,0,0,0
2020-06-10,Melaka,12,0,0,0,0
2020-06-10,Negeri Sembilan,10,0,0,0,0
2020-06-10,Pahang,39,0,0,0,0
2020-06-10,Perak,46,0,0,0,0
2020-06-10,Perlis,4,0,0,0,0
2020-06-10,Pulau Pinang,4,0,0,0,0
2020-06-10,Sabah,60,0,0,0,0
2020-06-10,Sarawak,26,0,0,0,0
2020-06-10,Selangor,104,3,0,0,0
2020-06-10,Terengganu,12,0,0,0,0
2020-06-10,W.P. Kuala Lumpur,50,0,0,0,0
2020-06-10,W.P. Labuan,2,0,0,0,0
2020-06-11,Johor,30,2,0,0,0
