date,state,beds_icu_covid,icu_covid,icu_pui,vent_covid,vent_pui
2020-06-28,W.P. Kuala Lumpur,30,0,0,0,0
2020-06-28,W.P. Labuan,2,0,0,0,0
2020-06-29,Johor,30,0,0,0,0
2020-06-29,Kedah,16,0,0,0,0
2020-06-29,Kelantan,27,0,0,0,0
2020-06-29,Melaka,12,0,0,0,0
2020-06-29,Negeri Sembilan,10,0,0,0,0
2020-06-29,Pahang,39,0,0,0,0
2020-06-29,Perak,46,0,0,0,0
2020-06-29,Perlis,4,0,0,0,0
2020-06-29,Pulau Pinang,4,0,0,0,0
2020-06-29,Sabah,60,1,0,1,0
2020-06-29,Sarawak,26,0,0,0,0
2020-06-29,Selangor,104,2,0,0,0
2020-06-29,Terengganu,12,0,0,0,0
2020-06-29,W.P. Kuala Lumpur,30,0,0,0,0
2020-06-29,W.P. Labuan,2,0,0,0,0
2020-06-30,Johor,30,0,0,0,0
2020-06-30,Kedah,16,0,0,0,0
2020-06-30,Kelantan,27,0,0,0,0
2020-06-30,Melaka,12,0,0,0,0
2020-06-30,Negeri Sembilan,10,0,0,0,0
2020-06-30,Pahang,39,0,0,0,0
2020-06-30,Perak,46,0,0,0,0
2020-06-30,Perlis,4,0,0,0,0
2020-06-30,Pulau Pinang,4,0,0,0,0
2020-06-30,Sabah,60,1,0,1,0
2020-06-30,Sarawak,26,0,0,0,0
2020-06-30,Selangor,104,3,0,0,0
2020-06-30,Terengganu,12,0,0,0,0
2020-06-30,W.P. Kuala Lumpur,38,0,0,0,0
2020-06-30,W.P. Labuan,2,0,0,0,0
2020-07-01,Johor,30,0,0,0,0
2020-07-01,Kedah,16,0,0,0,0
2020-07-01,Kelantan,27,0,0,0,0
2020-07-01,Melaka,12,0,0,0,0
2020-07-01,Negeri Sembilan,10,0,0,0,0
2020-07-01,Pahang,39,0,0,0,0
2020-07-01,Perak,46,0,0,0,0
2020-07-01,Perlis,4,0,0,0,0
2020-07-01,Pulau Pinang,4,0,0,0,0
2020-07-01,Sabah,60,2,0,1,0
2020-07-01,Sarawak,26,0,0,0,0
2020-07-01,Selangor,104,3,0,1,0
2020-07-01,Terengganu,12,0,0,0,0
2020-07-01,W.P. Kuala Lumpur,38,0,2,0,2
2020-07-01,W.P. Labuan,2,0,0,0,0
2020-07-02,Johor,30,0,0,0,0
2020-07-02,Kedah,16,0,0,0,0
2020-07-02,Kelantan,27,0,0,0,0
2020-07-02,Melaka,12,0,0,0,0
2020-07-02,Negeri Sembilan,10,0,0,0,0
2020-07-02,Pahang,39,0,0,0,0
2020-07-02,Perak,46,0,0,0,0
2020-07-02,Perlis,4,0,0,0,0
2020-07-02,Pulau Pinang,4,0,0,0,0
2020-07-02,Sabah,60,1,0,1,0
2020-07-02,Sarawak,26,0,0,0,0
2020-07-02,Selangor,104,3,0,1,0
2020-07-02,Terengganu,12,0,0,0,0
2020-07-02,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-02,W.P. Labuan,2,0,0,0,0
2020-07-03,Johor,30,0,0,0,0
2020-07-03,Kedah,16,0,0,0,0
2020-07-03,Kelantan,27,0,0,0,0
2020-07-03,Melaka,12,0,0,0,0
2020-07-03,Negeri Sembilan,10,0,0,0,0
2020-07-03,Pahang,39,0,0,0,0
2020-07-03,Perak,46,0,0,0,0
2020-07-03,Perlis,4,0,0,0,0
2020-07-03,Pulau Pinang,4,0,0,0,0
2020-07-03,Sabah,60,1,0,1,0
2020-07-03,Sarawak,26,0,0,0,0
2020-07-03,Selangor,104,1,0,1,0
2020-07-03,Terengganu,12,0,0,0,0
2020-07-03,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-03,W.P. Labuan,2,0,0,0,0
2020-07-04,Johor,30,0,0,0,0
2020-07-04,Kedah,16,0,0,0,0
2020-07-04,Kelantan,27,0,0,0,0
2020-07-04,Melaka,12,0,0,0,0
2020-07-04,Negeri Sembilan,10,0,0,0,0
2020-07-04,Pahang,39,0,0,0,0
2020-07-04,Perak,46,0,0,0,0
2020-07-04,Perlis,4,0,0,0,0
2020-07-04,Pulau Pinang,4,0,0,0,0
2020-07-04,Sabah,60,1,1,0,0
2020-07-04,Sarawak,26,0,0,0,0
2020-07-04,Selangor,104,1,0,0,0
2020-07-04,Terengganu,12,0,0,0,0
2020-07-04,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-04,W.P. Labuan,2,0,0,0,0
2020-07-05,Johor,30,0,0,0,0
2020-07-05,Kedah,16,0,0,0,0
2020-07-05,Kelantan,27,0,0,0,0
2020-07-05,Melaka,12,0,0,0,0
2020-07-05,Negeri Sembilan,10,0,0,0,0
2020-07-05,Pahang,39,0,0,0,0
2020-07-05,Perak,46,0,0,0,0
2020-07-05,Perlis,4,0,0,0,0
2020-07-05,Pulau Pinang,4,0,0,0,0
2020-07-05,Sabah,60,1,1,1,1
2020-07-05,Sarawak,26,0,0,0,0
2020-07-05,Selangor,104,1,0,1,0
2020-07-05,Terengganu,12,0,0,0,0
2020-07-05,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-05,W.P. Labuan,2,0,0,0,0
2020-07-06,Johor,30,0,0,0,0
2020-07-06,Kedah,16,0,0,0,0
2020-07-06,Kelantan,27,0,0,0,0
2020-07-06,Melaka,12,0,0,0,0
2020-07-06,Negeri Sembilan,10,0,0,0,0
2020-07-06,Pahang,39,0,0,0,0
2020-07-06,Perak,46,0,0,0,0
2020-07-06,Perlis,4,0,0,0,0
2020-07-06,Pulau Pinang,4,0,0,0,0
2020-07-06,Sabah,60,1,1,1,1
2020-07-06,Sarawak,26,0,0,0,0
2020-07-06,Selangor,104,1,0,1,0
2020-07-06,Terengganu,12,0,0,0,0
2020-07-06,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-06,W.P. Labuan,2,0,0,0,0
2020-07-07,Johor,30,0,0,0,0
2020-07-07,Kedah,16,0,0,0,0
2020-07-07,Kelantan,27,0,0,0,0
2020-07-07,Melaka,12,0,0,0,0
2020-07-07,Negeri Sembilan,10,0,0,0,0
2020-07-07,Pahang,39,0,0,0,0
2020-07-07,Perak,46,0,0,0,0
2020-07-07,Perlis,4,0,0,0,0
2020-07-07,Pulau Pinang,4,0,0,0,0
2020-07-07,Sabah,60,1,1,1,1
2020-07-07,Sarawak,26,0,0,0,0
2020-07-07,Selangor,104,1,0,1,0
2020-07-07,Terengganu,12,0,0,0,0
2020-07-07,W.P. Kuala Lumpur,38,0,1,0,1
2020-07-07,W.P. Labuan,2,0,0,0,0
2020-07-08,Johor,30,0,0,0,0
2020-07-08,Kedah,16,0,0,0,0
2020-07-08,Kelantan,27,0,0,0,0
2020-07-08,Melaka,12,0,0,0,0
2020-07-08,Negeri Sembilan,10,0,0,0,0
2020-07-08,Pahang,39,0,0,0,0
2020-07-08,Perak,46,0,0,0,0
2020-07-08,Perlis,4,0,0,0,0
2020-07-08,Pulau Pinang,4,0,0,0,0
2020-07-08,Sabah,60,1,0,1,0
2020-07-08,Sarawak,26,0,0,0,0
2020-07-08,Selangor,104,1,0,0,0
2020-07-08,Terengganu,12,0,0,0,0
2020-07-08,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-08,W.P. Labuan,2,0,0,0,0
2020-07-09,Johor,30,0,0,0,0
2020-07-09,Kedah,16,0,0,0,0
2020-07-09,Kelantan,27,0,0,0,0
2020-07-09,Melaka,12,0,0,0,0
2020-07-09,Negeri Sembilan,10,0,0,0,0
2020-07-09,Pahang,39,0,0,0,0
2020-07-09,Perak,46,0,0,0,0
2020-07-09,Perlis,4,0,0,0,0
2020-07-09,Pulau Pinang,4,0,0,0,0
2020-07-09,Sabah,60,1,0,1,0
2020-07-09,Sarawak,26,0,0,0,0
2020-07-09,Selangor,104,1,0,0,0
2020-07-09,Terengganu,12,0,0,0,0
2020-07-09,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-09,W.P. Labuan,2,0,0,0,0
2020-07-10,Johor,30,0,0,0,0
2020-07-10,Kedah,16,0,0,0,0
2020-07-10,Kelantan,27,0,0,0,0
2020-07-10,Melaka,12,0,0,0,0
2020-07-10,Negeri Sembilan,10,0,0,0,0
2020-07-10,Pahang,39,0,0,0,0
2020-07-10,Perak,46,0,0,0,0
2020-07-10,Perlis,4,0,0,0,0
2020-07-10,Pulau Pinang,4,0,0,0,0
2020-07-10,Sabah,60,1,1,1,1
2020-07-10,Sarawak,26,1,1,0,1
2020-07-10,Selangor,104,1,0,1,0
2020-07-10,Terengganu,12,0,0,0,0
2020-07-10,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-10,W.P. Labuan,2,0,0,0,0
2020-07-11,Johor,30,0,0,0,0
2020-07-11,Kedah,16,0,0,0,0
2020-07-11,Kelantan,27,0,0,0,0
2020-07-11,Melaka,12,0,0,0,0
2020-07-11,Negeri Sembilan,10,0,0,0,0
2020-07-11,Pahang,39,0,0,0,0
2020-07-11,Perak,46,0,0,0,0
2020-07-11,Perlis,4,0,0,0,0
2020-07-11,Pulau Pinang,4,0,0,0,0
2020-07-11,Sabah,60,1,0,1,0
2020-07-11,Sarawak,26,0,1,0,1
2020-07-11,Selangor,104,1,0,1,0
2020-07-11,Terengganu,12,0,0,0,0
2020-07-11,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-11,W.P. Labuan,2,0,0,0,0
2020-07-12,Johor,30,0,0,0,0
2020-07-12,Kedah,16,0,0,0,0
2020-07-12,Kelantan,27,0,0,0,0
2020-07-12,Melaka,12,0,0,0,0
2020-07-12,Negeri Sembilan,10,0,0,0,0
2020-07-12,Pahang,39,0,0,0,0
2020-07-12,Perak,46,0,0,0,0
2020-07-12,Perlis,4,0,0,0,0
2020-07-12,Pulau Pinang,4,0,0,0,0
2020-07-12,Sabah,60,1,0,1,0
2020-07-12,Sarawak,26,0,1,0,1
2020-07-12,Selangor,104,1,0,1,0
2020-07-12,Terengganu,12,0,0,0,0
2020-07-12,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-12,W.P. Labuan,2,0,0,0,0
2020-07-13,Johor,30,0,0,0,0
2020-07-13,Kedah,16,0,0,0,0
2020-07-13,Kelantan,27,0,0,0,0
2020-07-13,Melaka,12,0,0,0,0
2020-07-13,Negeri Sembilan,10,0,0,0,0
2020-07-13,Pahang,39,0,0,0,0
2020-07-13,Perak,46,0,0,0,0
2020-07-13,Perlis,4,0,0,0,0
2020-07-13,Pulau Pinang,4,0,0,0,0
2020-07-13,Sabah,60,1,0,1,0
2020-07-13,Sarawak,26,1,0,1,0
2020-07-13,Selangor,104,1,0,1,0
2020-07-13,Terengganu,12,0,0,0,0
2020-07-13,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-13,W.P. Labuan,2,0,0,0,0
2020-07-14,Johor,30,0,0,0,0
2020-07-14,Kedah,16,0,0,0,0
2020-07-14,Kelantan,27,0,0,0,0
2020-07-14,Melaka,12,1,0,0,0
2020-07-14,Negeri Sembilan,10,0,0,0,0
2020-07-14,Pahang,39,0,0,0,0
2020-07-14,Perak,46,0,0,0,0
2020-07-14,Perlis,4,0,0,0,0
2020-07-14,Pulau Pinang,4,0,0,0,0
2020-07-14,Sabah,60,1,0,1,0
2020-07-14,Sarawak,26,1,1,1,1
2020-07-14,Selangor,104,1,0,0,0
2020-07-14,Terengganu,12,0,0,0,0
2020-07-14,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-14,W.P. Labuan,2,0,0,0,0
2020-07-15,Johor,30,0,0,0,0
2020-07-15,Kedah,16,0,0,0,0
2020-07-15,Kelantan,27,0,0,0,0
2020-07-15,Melaka,12,1,0,0,0
2020-07-15,Negeri Sembilan,10,0,0,0,0
2020-07-15,Pahang,39,0,0,0,0
2020-07-15,Perak,46,0,0,0,0
2020-07-15,Perlis,4,0,0,0,0
2020-07-15,Pulau Pinang,4,0,0,0,0
2020-07-15,Sabah,60,0,0,0,0
2020-07-15,Sarawak,26,1,1,1,1
2020-07-15,Selangor,104,1,0,0,0
2020-07-15,Terengganu,12,0,0,0,0
2020-07-15,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-15,W.P. Labuan,2,0,0,0,0
2020-07-16,Johor,30,0,0,0,0
2020-07-16,Kedah,16,0,0,0,0
2020-07-16,Kelantan,27,0,0,0,0
2020-07-16,Melaka,12,0,0,0,0
2020-07-16,Negeri Sembilan,10,0,0,0,0
2020-07-16,Pahang,39,0,0,0,0
2020-07-16,Perak,46,0,0,0,0
2020-07-16,Perlis,4,0,0,0,0
2020-07-16,Pulau Pinang,4,0,0,0,0
2020-07-16,Sabah,60,0,0,0,0
2020-07-16,Sarawak,26,1,0,1,0
2020-07-16,Selangor,104,0,0,0,0
2020-07-16,Terengganu,12,0,0,0,0
2020-07-16,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-16,W.P. Labuan,2,0,0,0,0
2020-07-17,Johor,30,0,0,0,0
2020-07-17,Kedah,16,0,0,0,0
2020-07-17,Kelantan,27,0,0,0,0
2020-07-17,Melaka,12,0,0,0,0
2020-07-17,Negeri Sembilan,10,0,0,0,0
2020-07-17,Pahang,39,0,0,0,0
2020-07-17,Perak,46,0,0,0,0
2020-07-17,Perlis,4,0,0,0,0
2020-07-17,Pulau Pinang,4,0,0,0,0
2020-07-17,Sabah,60,0,0,0,0
2020-07-17,Sarawak,26,1,0,0,0
2020-07-17,Selangor,104,0,0,0,0
2020-07-17,Terengganu,12,0,0,0,0
2020-07-17,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-17,W.P. Labuan,2,0,0,0,0
2020-07-18,Johor,30,0,0,0,0
2020-07-18,Kedah,16,0,0,0,0
2020-07-18,Kelantan,27,0,0,0,0
2020-07-18,Melaka,12,0,0,0,0
2020-07-18,Negeri Sembilan,10,0,0,0,0
2020-07-18,Pahang,39,0,0,0,0
2020-07-18,Perak,46,0,0,0,0
2020-07-18,Perlis,4,0,0,0,0
2020-07-18,Pulau Pinang,4,0,0,0,0
2020-07-18,Sabah,60,0,1,0,1
2020-07-18,Sarawak,26,1,0,0,0
2020-07-18,Selangor,104,0,0,0,0
2020-07-18,Terengganu,12,0,0,0,0
2020-07-18,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-18,W.P. Labuan,2,0,0,0,0
2020-07-19,Johor,30,0,0,0,0
2020-07-19,Kedah,16,0,0,0,0
2020-07-19,Kelantan,27,0,0,0,0
2020-07-19,Melaka,12,0,0,0,0
2020-07-19,Negeri Sembilan,10,0,0,0,0
2020-07-19,Pahang,39,0,0,0,0
2020-07-19,Perak,46,0,0,0,0
2020-07-19,Perlis,4,0,0,0,0
2020-07-19,Pulau Pinang,4,0,0,0,0
2020-07-19,Sabah,60,0,1,0,1
2020-07-19,Sarawak,26,1,1,0,1
2020-07-19,Selangor,104,0,0,0,0
2020-07-19,Terengganu,12,0,0,0,0
2020-07-19,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-19,W.P. Labuan,2,0,0,0,0
2020-07-20,Johor,30,0,0,0,0
2020-07-20,Kedah,16,0,0,0,0
2020-07-20,Kelantan,27,0,0,0,0
2020-07-20,Melaka,12,1,0,0,0
2020-07-20,Negeri Sembilan,10,0,0,0,0
2020-07-20,Pahang,39,0,0,0,0
2020-07-20,Perak,46,0,0,0,0
2020-07-20,Perlis,4,0,0,0,0
2020-07-20,Pulau Pinang,4,0,0,0,0
2020-07-20,Sabah,60,0,0,0,0
2020-07-20,Sarawak,26,1,1,0,1
2020-07-20,Selangor,104,0,0,0,0
2020-07-20,Terengganu,12,0,0,0,0
2020-07-20,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-20,W.P. Labuan,2,0,0,0,0
2020-07-21,Johor,30,0,0,0,0
2020-07-21,Kedah,16,0,0,0,0
2020-07-21,Kelantan,27,0,0,0,0
2020-07-21,Melaka,12,1,0,0,0
2020-07-21,Negeri Sembilan,10,0,0,0,0
2020-07-21,Pahang,39,0,0,0,0
2020-07-21,Perak,46,0,0,0,0
2020-07-21,Perlis,4,0,0,0,0
2020-07-21,Pulau Pinang,4,0,0,0,0
2020-07-21,Sabah,60,0,0,0,0
2020-07-21,Sarawak,26,1,0,0,0
2020-07-21,Selangor,104,0,0,0,0
2020-07-21,Terengganu,12,0,0,0,0
2020-07-21,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-21,W.P. Labuan,2,0,0,0,0
2020-07-22,Johor,30,0,0,0,0
2020-07-22,Kedah,16,0,0,0,0
2020-07-22,Kelantan,27,0,0,0,0
2020-07-22,Melaka,12,1,0,0,0
2020-07-22,Negeri Sembilan,10,0,0,0,0
2020-07-22,Pahang,39,0,0,0,0
2020-07-22,Perak,46,1,0,0,0
2020-07-22,Perlis,4,0,0,0,0
2020-07-22,Pulau Pinang,4,0,0,0,0
2020-07-22,Sabah,60,0,0,0,0
2020-07-22,Sarawak,26,2,0,0,0
2020-07-22,Selangor,104,0,0,0,0
2020-07-22,Terengganu,12,0,0,0,0
2020-07-22,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-22,W.P. Labuan,2,0,0,0,0
2020-07-23,Johor,30,0,0,0,0
2020-07-23,Kedah,16,0,0,0,0
2020-07-23,Kelantan,27,0,0,0,0
2020-07-23,Melaka,12,1,0,0,0
2020-07-23,Negeri Sembilan,10,0,0,0,0
2020-07-23,Pahang,39,1,0,0,0
2020-07-23,Perak,46,1,0,0,0
2020-07-23,Perlis,4,0,0,0,0
2020-07-23,Pulau Pinang,4,0,0,0,0
2020-07-23,Sabah,60,0,0,0,0
2020-07-23,Sarawak,26,2,0,1,0
2020-07-23,Selangor,104,0,0,0,0
2020-07-23,Terengganu,12,0,0,0,0
2020-07-23,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-23,W.P. Labuan,2,0,0,0,0
2020-07-24,Johor,30,0,0,0,0
2020-07-24,Kedah,16,0,0,0,0
2020-07-24,Kelantan,27,0,0,0,0
2020-07-24,Melaka,12,1,0,0,0
2020-07-24,Negeri Sembilan,10,0,0,0,0
2020-07-24,Pahang,39,1,0,0,0
2020-07-24,Perak,46,0,0,0,0
2020-07-24,Perlis,4,0,0,0,0
2020-07-24,Pulau Pinang,4,0,0,0,0
2020-07-24,Sabah,60,1,0,1,0
2020-07-24,Sarawak,26,2,0,1,0
2020-07-24,Selangor,104,0,0,0,0
2020-07-24,Terengganu,12,0,0,0,0
2020-07-24,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-24,W.P. Labuan,2,0,0,0,0
2020-07-25,Johor,30,0,0,0,0
2020-07-25,Kedah,16,0,0,0,0
2020-07-25,Kelantan,27,0,0,0,0
2020-07-25,Melaka,12,0,0,0,0
2020-07-25,Negeri Sembilan,10,0,0,0,0
2020-07-25,Pahang,39,0,0,0,0
2020-07-25,Perak,46,0,0,0,0
2020-07-25,Perlis,4,0,0,0,0
2020-07-25,Pulau Pinang,4,0,1,0,1
2020-07-25,Sabah,60,1,0,1,0
2020-07-25,Sarawak,26,1,0,1,0
2020-07-25,Selangor,104,0,0,0,0
2020-07-25,Terengganu,12,0,0,0,0
2020-07-25,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-25,W.P. Labuan,2,0,0,0,0
2020-07-26,Johor,30,0,0,0,0
2020-07-26,Kedah,16,0,0,0,0
2020-07-26,Kelantan,27,0,0,0,0
2020-07-26,Melaka,12,0,0,0,0
2020-07-26,Negeri Sembilan,10,0,0,0,0
2020-07-26,Pahang,39,0,0,0,0
2020-07-26,Perak,46,0,0,0,0
2020-07-26,Perlis,4,0,0,0,0
2020-07-26,Pulau Pinang,4,0,1,0,1
2020-07-26,Sabah,60,1,0,1,0
2020-07-26,Sarawak,26,0,0,0,0
2020-07-26,Selangor,104,0,0,0,0
2020-07-26,Terengganu,12,0,0,0,0
2020-07-26,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-26,W.P. Labuan,2,0,0,0,0
2020-07-27,Johor,30,0,0,0,0
2020-07-27,Kedah,16,0,0,0,0
2020-07-27,Kelantan,27,0,0,0,0
2020-07-27,Melaka,12,0,0,0,0
2020-07-27,Negeri Sembilan,10,0,0,0,0
2020-07-27,Pahang,39,0,0,0,0
2020-07-27,Perak,46,0,0,0,0
2020-07-27,Perlis,4,0,0,0,0
2020-07-27,Pulau Pinang,4,0,1,0,1
2020-07-27,Sabah,60,0,0,0,0
2020-07-27,Sarawak,26,0,0,0,0
2020-07-27,Selangor,104,0,0,0,0
2020-07-27,Terengganu,12,0,0,0,0
2020-07-27,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-27,W.P. Labuan,2,0,0,0,0
2020-07-28,Johor,30,0,0,0,0
2020-07-28,Kedah,16,0,0,0,0
2020-07-28,Kelantan,27,0,0,0,0
2020-07-28,Melaka,12,0,0,0,0
2020-07-28,Negeri Sembilan,10,0,0,0,0
2020-07-28,Pahang,39,0,0,0,0
2020-07-28,Perak,46,0,0,0,0
2020-07-28,Perlis,4,0,0,0,0
2020-07-28,Pulau Pinang,4,0,0,0,0
2020-07-28,Sabah,60,1,0,1,0
2020-07-28,Sarawak,26,0,0,0,0
2020-07-28,Selangor,104,0,0,0,0
2020-07-28,Terengganu,12,0,0,0,0
2020-07-28,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-28,W.P. Labuan,2,0,0,0,0
2020-07-29,Johor,30,0,0,0,0
2020-07-29,Kedah,16,0,0,0,0
2020-07-29,Kelantan,27,0,0,0,0
2020-07-29,Melaka,12,0,0,0,0
2020-07-29,Negeri Sembilan,10,0,0,0,0
2020-07-29,Pahang,39,0,0,0,0
2020-07-29,Perak,46,0,0,0,0
2020-07-29,Perlis,4,0,0,0,0
2020-07-29,Pulau Pinang,4,0,0,0,0
2020-07-29,Sabah,60,1,0,1,0
2020-07-29,Sarawak,26,0,0,0,0
2020-07-29,Selangor,104,1,0,0,0
2020-07-29,Terengganu,12,0,0,0,0
2020-07-29,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-29,W.P. Labuan,2,0,0,0,0
2020-07-30,Johor,30,0,0,0,0
2020-07-30,Kedah,16,0,1,0,0
2020-07-30,Kelantan,27,0,0,0,0
2020-07-30,Melaka,12,0,0,0,0
2020-07-30,Negeri Sembilan,10,0,0,0,0
2020-07-30,Pahang,39,0,0,0,0
2020-07-30,Perak,46,0,0,0,0
2020-07-30,Perlis,4,0,0,0,0
2020-07-30,Pulau Pinang,4,0,0,0,0
2020-07-30,Sabah,60,2,0,1,0
2020-07-30,Sarawak,26,0,0,0,0
2020-07-30,Selangor,104,1,0,0,0
2020-07-30,Terengganu,12,0,0,0,0
2020-07-30,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-30,W.P. Labuan,2,0,0,0,0
2020-07-31,Johor,30,0,0,0,0
2020-07-31,Kedah,16,0,1,0,0
2020-07-31,Kelantan,27,0,0,0,0
2020-07-31,Melaka,12,0,0,0,0
2020-07-31,Negeri Sembilan,10,0,0,0,0
2020-07-31,Pahang,39,0,0,0,0
2020-07-31,Perak,46,0,0,0,0
2020-07-31,Perlis,4,0,0,0,0
2020-07-31,Pulau Pinang,4,0,0,0,0
2020-07-31,Sabah,60,2,0,1,0
2020-07-31,Sarawak,26,0,0,0,0
2020-07-31,Selangor,104,1,1,0,0
2020-07-31,Terengganu,12,0,0,0,0
2020-07-31,W.P. Kuala Lumpur,38,0,0,0,0
2020-07-31,W.P. Labuan,2,0,0,0,0
2020-08-01,Johor,30,0,0,0,0
2020-08-01,Kedah,16,0,0,0,0
2020-08-01,Kelantan,27,0,0,0,0
2020-08-01,Melaka,12,0,0,0,0
2020-08-01,Negeri Sembilan,10,0,0,0,0
2020-08-01,Pahang,39,0,0,0,0
2020-08-01,Perak,46,0,0,0,0
2020-08-01,Perlis,4,0,0,0,0
2020-08-01,Pulau Pinang,4,0,0,0,0
2020-08-01,Sabah,60,2,0,1,0
2020-08-01,Sarawak,26,0,0,0,0
2020-08-01,Selangor,104,0,0,0,0
2020-08-01,Terengganu,12,0,0,0,0
2020-08-01,W.P. Kuala Lumpur,38,0,0,0,0
2020-08-01,W.P. Labuan,2,0,0,0,0
2020-08-02,Johor,30,0,0,0,0
2020-08-02,Kedah,16,0,1,0,1
2020-08-02,Kelantan,27,0,0,0,0
2020-08-02,Melaka,12,0,0,0,0
2020-08-02,Negeri Sembilan,10,0,0,0,0
2020-08-02,Pahang,39,0,0,0,0
2020-08-02,Perak,46,0,0,0,0
2020-08-02,Perlis,4,0,0,0,0
2020-08-02,Pulau Pinang,4,0,0,0,0
2020-08-02,Sabah,60,2,0,1,0
2020-08-02,Sarawak,26,0,0,0,0
2020-08-02,Selangor,104,0,0,0,0
2020-08-02,Terengganu,12,0,0,0,0
2020-08-02,W.P. Kuala Lumpur,38,0,0,0,0
2020-08-02,W.P. Labuan,2,0,0,0,0
2020-08-03,Johor,30,0,0,0,0
2020-08-03,Kedah,16,0,0,0,0
2020-08-03,Kelantan,27,0,0,0,0
2020-08-03,Melaka,12,0,0,0,0
2020-08-03,Negeri Sembilan,10,0,0,0,0
2020-08-03,Pahang,39,0,0,0,0
2020-08-03,Perak,46,0,0,0,0
2020-08-03,Perlis,4,0,0,0,0
2020-08-03,Pulau Pinang,4,0,0,0,0
2020-08-03,Sabah,60,2,0,1,0
2020-08-03,Sarawak,26,0,1,0,1
2020-08-03,Selangor,104,0,0,0,0
2020-08-03,Terengganu,12,0,0,0,0
2020-08-03,W.P. Kuala Lumpur,38,0,0,0,0
2020-08-03,W.P. Labuan,2,0,0,0,0
2020-08-04,Johor,30,0,0,0,0
2020-08-04,Kedah,16,0,0,0,0
2020-08-04,Kelantan,27,0,0,0,0
2020-08-04,Melaka,12,0,0,0,0
2020-08-04,Negeri Sembilan,10,0,0,0,0
2020-08-04,Pahang,39,0,0,0,0
2020-08-04,Perak,46,0,0,0,0
2020-08-04,Perlis,4,0,0,0,0
2020-08-04,Pulau Pinang,4,0,0,0,0
2020-08-04,Sabah,60,0,0,0,0
2020-08-04,Sarawak,26,0,0,0,0
2020-08-04,Selangor,104,0,0,0,0
2020-08-04,Terengganu,12,0,0,0,0
2020-08-04,W.P. Kuala Lumpur,38,0,0,0,0
2020-08-04,W.P. Labuan,2,0,0,0,0
2020-08-05,Johor,30,1,0,0,0
2020-08-05,Kedah,16,0,0,0,0
2020-08-05,Kelantan,27,0,0,0,0
2020-08-05,Melaka,12,0,0,0,0
2020-08-05,Negeri Sembilan,10,0,0,0,0
2020-08-05,Pahang,39,0,0,0,0
2020-08-05,Perak,46,0,0,0,0
2020-08-05,Perlis,4,0,0,0,0
2020-08-05,Pulau Pinang,4,0,0,0,0
2020-08-05,Sabah,60,0,0,0,0
2020-08-05,Sarawak,26,0,0,0,0
2020-08-05,Selangor,104,0,0,0,0
2020-08-05,Terengganu,12,0,0,0,0
2020-08-05,W.P. Kuala Lumpur,38,0,0,0,0
2020-08-05,W.P. Labuan,2,0,0,0,0
2020-08-06,Johor,30,1,0,0,0
2020-08-06,Kedah,16,0,0,0,0
2020-08-06,Kelantan,27,0,0,0,0
2020-08-06,Melaka,12,0,0,0,0
2020-08-06,Negeri Sembilan,10,0,0,0,0
2020-08-06,Pahang,39,0,0,0,0
2020-08-06,Perak,46,0,0,0,0
2020-08-06,Perlis,4,0,0,0,0
2020-08-06,Pulau Pinang,4,0,0,0,0
2020-08-06,Sabah,60,1,0,1,0
2020-08-06,Sarawak,26,0,0,0,0
2020-08-06,Selangor,104,0,0,0,0
2020-08-06,Terengganu,12,0,0,0,0
2020-08-06,W.P. Kuala Lumpur,38,0,0,0,0
2020-08-06,W.P. Labuan,2,0,0,0,0
2020-08-07,Johor,30,1,0,0,0
2020-08-07,Kedah,16,0,0,0,0
2020-08-07,Kelantan,27,0,0,0,0
2020-08-07,Melaka,12,0,0,0,0
2020-08-07,Negeri Sembilan,10,0,0,0,0
2020-08-07,Pahang,39,0,0,0,0
